route_class,passenger_load,service_profile,shortage_score,trolley_availability,catering_complexity,turnaround_pressure,item_criticality,inventory_category,latent_required_units,latent_available_units,shortage_gap,risk_level,affected_service_area,action_class
short_haul,134,high_turnover,5.7,0.56,7.45,2.72,1.72,duty_free,33.17,31.15,2.01,ELEVATED,duty_free,top_up_before_arrival
medium_haul,161,standard,8.93,0.4,5.35,5.01,9.3,mixed_service,41.87,19.05,22.82,ELEVATED,standard_service,top_up_before_arrival
medium_haul,183,business_priority,6.68,0.91,3.58,6.31,3.27,beverage,41.08,40.41,0.67,LOW,beverage,monitor_only
medium_haul,207,standard,8.45,0.33,7.19,7.48,8.58,duty_free,49.07,12.1,36.97,HIGH,duty_free,replace_trolley_set
long_haul,104,standard,0.29,0.79,7.05,3.22,6.51,mixed_service,37.61,41.02,0.0,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,202,late_rotation,9.55,0.52,9.24,8.71,5.35,meal,49.91,23.34,26.57,HIGH,meal,replace_trolley_set
medium_haul,96,standard,7.31,0.28,9.41,8.12,2.81,duty_free,36.25,13.27,22.98,HIGH,duty_free,replace_trolley_set
medium_haul,208,high_turnover,3.98,0.72,6.55,3.87,8.14,beverage,46.82,38.19,8.63,ELEVATED,beverage,top_up_before_arrival
long_haul,129,late_rotation,1.77,0.38,4.73,7.37,2.2,mixed_service,39.09,12.11,26.98,HIGH,long_haul_service,replace_trolley_set
short_haul,128,high_turnover,1.77,0.44,6.79,6.74,3.96,wheelchair_kit,28.64,13.24,15.39,HIGH,wheelchair_kit,replace_trolley_set
short_haul,150,standard,0.32,0.95,5.77,8.69,9.45,wheelchair_kit,31.38,33.01,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,136,standard,6.56,0.77,3.79,4.25,4.78,beverage,32.49,41.76,0.0,LOW,beverage,monitor_only
short_haul,168,high_turnover,5.96,0.86,3.76,7.18,7.96,meal,40.55,33.28,7.26,ELEVATED,meal,top_up_before_arrival
medium_haul,89,late_rotation,9.62,0.46,8.98,4.64,7.35,beverage,42.27,21.9,20.37,HIGH,beverage,replace_trolley_set
short_haul,173,standard,6.65,0.31,7.79,4.34,8.01,beverage,44.05,20.49,23.56,HIGH,beverage,replace_trolley_set
short_haul,93,business_priority,1.92,0.48,6.26,8.33,5.23,duty_free,26.63,18.44,8.19,HIGH,duty_free,replace_trolley_set
short_haul,189,late_rotation,1.63,0.87,4.2,4.53,4.21,wheelchair_kit,29.98,33.46,0.0,LOW,wheelchair_kit,monitor_only
short_haul,102,standard,8.1,0.47,6.37,4.6,9.45,beverage,38.03,24.76,13.27,ELEVATED,beverage,top_up_before_arrival
medium_haul,128,business_priority,8.43,0.44,8.32,2.27,7.41,duty_free,41.9,30.95,10.95,ELEVATED,duty_free,top_up_before_arrival
short_haul,150,standard,3.02,0.71,9.0,8.81,4.84,mixed_service,33.59,31.49,2.1,ELEVATED,standard_service,top_up_before_arrival
long_haul,80,late_rotation,1.09,0.7,5.1,6.31,6.82,duty_free,37.97,25.1,12.88,HIGH,duty_free,top_up_before_arrival
medium_haul,107,standard,0.44,0.77,2.98,5.64,3.29,beverage,32.61,36.32,0.0,LOW,beverage,monitor_only
short_haul,80,late_rotation,9.04,0.43,6.64,1.31,8.31,wheelchair_kit,29.48,26.12,3.36,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,139,standard,6.8,0.7,3.62,7.07,3.1,mixed_service,33.54,20.66,12.88,ELEVATED,standard_service,top_up_before_arrival
short_haul,186,standard,9.09,0.86,9.43,5.3,8.83,wheelchair_kit,40.74,39.42,1.32,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,183,business_priority,6.57,0.56,1.51,4.65,8.03,beverage,38.0,25.16,12.84,ELEVATED,beverage,top_up_before_arrival
long_haul,115,business_priority,2.63,0.54,6.58,5.5,2.87,duty_free,36.99,24.8,12.19,HIGH,duty_free,replace_trolley_set
short_haul,171,standard,9.3,0.8,4.26,5.08,3.66,beverage,38.16,35.23,2.93,ELEVATED,beverage,top_up_before_arrival
short_haul,210,late_rotation,5.16,0.39,1.67,2.34,5.28,wheelchair_kit,30.41,19.6,10.81,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,188,business_priority,1.11,0.9,4.49,8.22,8.79,mixed_service,39.07,42.52,0.0,ELEVATED,premium_cabin,top_up_before_arrival
short_haul,189,standard,6.81,0.86,4.35,7.26,4.62,duty_free,36.18,34.9,1.27,ELEVATED,duty_free,top_up_before_arrival
long_haul,209,late_rotation,5.34,0.37,8.74,3.57,8.66,mixed_service,53.14,18.07,35.07,HIGH,long_haul_service,replace_trolley_set
short_haul,179,business_priority,3.07,0.52,2.9,5.22,8.4,wheelchair_kit,30.55,25.5,5.05,ELEVATED,wheelchair_kit,monitor_only
short_haul,116,high_turnover,8.44,0.71,4.34,5.5,9.11,duty_free,33.09,33.14,0.0,ELEVATED,duty_free,top_up_before_arrival
medium_haul,161,high_turnover,8.7,0.9,1.48,5.37,7.81,mixed_service,36.92,43.64,0.0,ELEVATED,standard_service,monitor_only
medium_haul,112,late_rotation,7.85,0.37,1.83,9.19,3.95,meal,32.27,6.52,25.75,HIGH,meal,replace_trolley_set
short_haul,153,high_turnover,9.36,0.27,1.45,7.08,5.88,wheelchair_kit,30.86,9.99,20.87,HIGH,wheelchair_kit,replace_trolley_set
short_haul,207,business_priority,7.72,0.94,7.16,2.15,9.44,mixed_service,43.31,51.36,0.0,LOW,premium_cabin,monitor_only
short_haul,198,business_priority,9.16,0.36,1.5,4.94,9.0,beverage,44.35,21.1,23.25,HIGH,beverage,top_up_before_arrival
long_haul,149,late_rotation,0.4,0.88,4.72,2.84,4.59,mixed_service,40.92,43.1,0.0,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,81,business_priority,6.44,0.71,7.81,1.68,5.15,beverage,31.74,38.63,0.0,LOW,beverage,monitor_only
short_haul,77,high_turnover,6.55,0.58,5.55,2.96,2.02,duty_free,24.88,31.68,0.0,ELEVATED,duty_free,monitor_only
short_haul,130,high_turnover,8.27,0.58,1.6,2.24,3.2,beverage,32.36,31.35,1.02,LOW,beverage,monitor_only
short_haul,92,late_rotation,2.41,0.67,2.15,1.86,1.77,mixed_service,27.23,35.86,0.0,LOW,standard_service,monitor_only
short_haul,143,business_priority,9.0,0.81,7.29,9.37,1.21,mixed_service,37.1,22.95,14.15,HIGH,premium_cabin,replace_trolley_set
short_haul,185,high_turnover,7.4,0.88,8.82,6.05,4.49,duty_free,38.64,48.26,0.0,LOW,duty_free,monitor_only
medium_haul,166,high_turnover,2.24,0.4,6.84,2.21,9.17,beverage,42.8,29.03,13.77,ELEVATED,beverage,top_up_before_arrival
short_haul,139,late_rotation,8.62,0.97,1.04,4.18,3.47,duty_free,28.67,43.05,0.0,LOW,duty_free,monitor_only
short_haul,210,high_turnover,4.14,0.42,2.22,6.62,8.43,duty_free,34.88,18.04,16.84,HIGH,duty_free,replace_trolley_set
short_haul,95,late_rotation,6.3,0.36,5.47,2.64,4.75,wheelchair_kit,24.13,20.62,3.51,HIGH,wheelchair_kit,replace_trolley_set
short_haul,122,standard,2.78,0.69,7.99,1.7,3.84,duty_free,26.99,39.82,0.0,LOW,duty_free,monitor_only
short_haul,165,business_priority,0.89,0.84,4.07,5.42,5.35,wheelchair_kit,30.73,41.29,0.0,LOW,wheelchair_kit,monitor_only
short_haul,181,late_rotation,9.09,0.43,3.06,5.15,2.09,duty_free,32.33,19.27,13.07,HIGH,duty_free,replace_trolley_set
long_haul,119,high_turnover,4.35,0.9,7.75,6.63,7.72,duty_free,45.7,40.5,5.19,ELEVATED,duty_free,top_up_before_arrival
medium_haul,212,standard,5.12,0.92,4.45,1.6,3.53,mixed_service,38.38,47.2,0.0,LOW,standard_service,monitor_only
long_haul,219,late_rotation,0.9,0.43,4.03,6.05,1.26,beverage,50.91,20.92,29.98,HIGH,beverage,replace_trolley_set
short_haul,101,business_priority,6.89,0.39,5.44,7.52,6.97,mixed_service,30.28,8.87,21.41,HIGH,premium_cabin,replace_trolley_set
medium_haul,121,standard,5.78,0.99,4.95,8.89,4.98,wheelchair_kit,32.68,37.76,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,184,business_priority,3.21,0.43,8.54,1.23,5.04,beverage,54.03,32.3,21.73,ELEVATED,beverage,top_up_before_arrival
medium_haul,196,high_turnover,5.66,0.3,5.76,7.86,5.58,mixed_service,45.07,11.22,33.85,HIGH,standard_service,replace_trolley_set
short_haul,116,business_priority,9.14,0.88,4.01,4.27,2.0,duty_free,28.23,42.67,0.0,LOW,duty_free,monitor_only
long_haul,94,business_priority,4.94,0.58,8.11,3.4,3.31,wheelchair_kit,37.87,32.09,5.79,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,160,business_priority,0.53,0.32,2.78,7.61,4.01,duty_free,26.68,13.01,13.68,HIGH,duty_free,replace_trolley_set
medium_haul,190,standard,6.02,0.44,2.07,4.7,4.96,beverage,36.97,20.93,16.03,HIGH,beverage,replace_trolley_set
short_haul,169,high_turnover,8.1,0.63,5.6,1.35,8.58,wheelchair_kit,36.54,37.1,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,91,business_priority,2.21,0.49,6.97,2.59,2.94,beverage,33.64,26.92,6.72,LOW,beverage,monitor_only
medium_haul,128,business_priority,6.1,0.56,7.19,6.72,9.33,wheelchair_kit,34.55,26.41,8.14,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,155,high_turnover,6.74,0.54,3.77,3.89,5.29,mixed_service,37.27,27.83,9.44,HIGH,standard_service,top_up_before_arrival
medium_haul,113,business_priority,3.46,0.37,2.39,5.38,3.3,meal,36.56,21.75,14.81,ELEVATED,meal,top_up_before_arrival
short_haul,149,standard,1.68,0.32,2.48,7.17,3.31,beverage,28.99,13.09,15.91,HIGH,beverage,replace_trolley_set
medium_haul,163,late_rotation,7.74,0.55,9.2,6.98,2.66,meal,49.42,19.66,29.76,HIGH,meal,replace_trolley_set
long_haul,194,business_priority,6.69,0.52,3.89,2.63,5.84,wheelchair_kit,42.14,26.01,16.13,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,151,late_rotation,6.19,0.66,4.18,1.19,8.81,beverage,49.98,39.41,10.57,LOW,beverage,monitor_only
long_haul,80,standard,8.69,0.69,5.65,4.97,9.06,duty_free,43.35,32.23,11.12,ELEVATED,duty_free,top_up_before_arrival
medium_haul,198,high_turnover,0.65,0.89,8.92,5.36,5.56,mixed_service,42.17,44.71,0.0,LOW,standard_service,monitor_only
short_haul,119,late_rotation,9.63,0.83,2.28,2.17,1.28,beverage,28.91,43.4,0.0,LOW,beverage,monitor_only
long_haul,157,high_turnover,1.54,0.65,3.05,7.96,7.33,meal,47.48,31.92,15.56,HIGH,meal,replace_trolley_set
medium_haul,117,standard,0.87,0.83,9.35,8.11,4.42,wheelchair_kit,34.41,27.89,6.52,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,146,standard,0.88,0.39,1.3,2.86,5.96,wheelchair_kit,28.51,26.44,2.07,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,86,standard,3.98,0.34,9.41,1.43,1.76,meal,34.05,29.1,4.95,ELEVATED,meal,top_up_before_arrival
long_haul,194,late_rotation,0.62,0.44,7.8,2.33,9.02,meal,55.48,26.42,29.06,HIGH,meal,replace_trolley_set
long_haul,108,high_turnover,8.27,0.56,7.47,7.88,3.95,mixed_service,42.43,22.7,19.73,HIGH,long_haul_service,replace_trolley_set
short_haul,159,business_priority,6.07,0.29,6.7,5.78,3.23,mixed_service,38.04,12.84,25.2,HIGH,premium_cabin,replace_trolley_set
medium_haul,134,standard,2.61,0.73,7.21,5.47,5.81,duty_free,37.51,35.28,2.23,ELEVATED,duty_free,monitor_only
long_haul,72,late_rotation,2.91,0.94,8.27,4.4,7.82,wheelchair_kit,36.06,50.34,0.0,ELEVATED,wheelchair_kit,monitor_only
short_haul,213,late_rotation,5.0,0.49,7.05,5.96,6.77,mixed_service,38.79,20.43,18.36,HIGH,standard_service,replace_trolley_set
short_haul,153,business_priority,9.56,0.59,9.42,8.86,9.08,mixed_service,45.42,25.21,20.22,HIGH,premium_cabin,replace_trolley_set
short_haul,175,business_priority,1.89,0.76,9.3,7.26,6.02,wheelchair_kit,39.22,35.28,3.94,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,122,standard,8.09,0.69,8.08,1.87,1.4,wheelchair_kit,42.31,38.82,3.49,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,191,business_priority,5.18,0.66,2.48,7.63,7.52,duty_free,48.37,26.21,22.16,HIGH,duty_free,replace_trolley_set
long_haul,213,business_priority,4.59,0.96,7.44,4.03,8.27,duty_free,53.96,47.07,6.89,ELEVATED,duty_free,top_up_before_arrival
long_haul,75,business_priority,1.5,0.5,3.51,3.93,4.24,mixed_service,31.13,31.25,0.0,HIGH,premium_cabin,replace_trolley_set
short_haul,82,high_turnover,2.2,0.69,8.63,6.56,8.74,wheelchair_kit,30.86,33.98,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,219,high_turnover,9.02,0.74,5.85,4.93,6.72,wheelchair_kit,38.1,35.69,2.4,LOW,wheelchair_kit,monitor_only
short_haul,205,late_rotation,7.42,0.81,3.17,6.53,5.33,wheelchair_kit,34.01,32.43,1.58,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,200,standard,9.63,0.51,2.45,8.33,4.06,mixed_service,44.2,19.6,24.61,HIGH,standard_service,replace_trolley_set
short_haul,160,late_rotation,5.63,0.73,1.83,3.77,7.43,meal,37.2,36.22,0.98,LOW,meal,monitor_only
medium_haul,173,late_rotation,8.3,0.52,3.03,3.08,5.94,mixed_service,40.24,29.38,10.86,ELEVATED,standard_service,top_up_before_arrival
short_haul,132,business_priority,8.49,0.86,4.65,5.27,8.71,duty_free,34.47,43.18,0.0,LOW,duty_free,monitor_only
short_haul,71,standard,7.6,0.86,1.5,8.29,1.56,wheelchair_kit,19.53,40.37,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,207,business_priority,2.11,0.45,9.41,6.67,2.0,beverage,44.37,14.85,29.51,HIGH,beverage,replace_trolley_set
medium_haul,152,business_priority,2.97,0.66,7.83,5.27,2.86,duty_free,40.22,33.96,6.26,LOW,duty_free,monitor_only
short_haul,214,business_priority,6.07,0.72,4.86,7.23,5.96,duty_free,38.53,25.41,13.13,HIGH,duty_free,top_up_before_arrival
long_haul,72,business_priority,9.53,0.81,5.31,1.7,5.49,beverage,43.74,45.46,0.0,ELEVATED,beverage,top_up_before_arrival
medium_haul,115,late_rotation,8.81,0.53,6.04,1.79,6.15,wheelchair_kit,37.39,31.59,5.8,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,197,high_turnover,4.23,0.5,4.52,1.65,4.48,mixed_service,47.84,32.24,15.6,HIGH,long_haul_service,top_up_before_arrival
medium_haul,131,late_rotation,9.62,0.63,5.02,1.58,5.67,duty_free,33.38,34.7,0.0,LOW,duty_free,monitor_only
short_haul,177,high_turnover,7.57,0.8,8.27,1.7,6.93,wheelchair_kit,35.92,48.03,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,109,high_turnover,8.35,0.39,2.78,8.97,3.12,mixed_service,31.97,21.71,10.26,HIGH,standard_service,replace_trolley_set
medium_haul,135,high_turnover,2.02,0.7,3.97,1.02,8.68,meal,40.3,38.78,1.52,LOW,meal,monitor_only
short_haul,215,standard,8.31,0.56,4.47,3.49,3.42,wheelchair_kit,33.89,34.22,0.0,LOW,wheelchair_kit,monitor_only
short_haul,98,business_priority,5.15,0.42,2.02,4.03,1.49,mixed_service,24.68,25.91,0.0,ELEVATED,premium_cabin,top_up_before_arrival
short_haul,178,standard,2.5,0.74,7.12,1.85,3.01,wheelchair_kit,27.78,45.2,0.0,LOW,wheelchair_kit,monitor_only
long_haul,203,standard,0.64,0.53,2.57,7.57,4.01,wheelchair_kit,40.8,25.73,15.07,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,142,standard,8.88,0.96,3.06,9.43,3.03,wheelchair_kit,39.24,39.27,0.0,HIGH,wheelchair_kit,top_up_before_arrival
long_haul,197,standard,7.11,0.49,4.71,4.01,4.05,meal,54.34,24.29,30.05,HIGH,meal,replace_trolley_set
long_haul,85,late_rotation,5.47,0.34,3.0,1.09,9.34,mixed_service,35.2,23.96,11.23,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,174,standard,2.48,0.63,2.15,5.88,1.79,wheelchair_kit,25.73,32.95,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,146,high_turnover,6.5,0.91,2.71,5.5,2.98,wheelchair_kit,30.34,42.96,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,159,late_rotation,4.25,0.86,2.69,5.99,5.04,beverage,36.25,42.46,0.0,ELEVATED,beverage,top_up_before_arrival
long_haul,99,business_priority,5.15,0.95,1.54,3.71,4.63,wheelchair_kit,33.39,41.75,0.0,ELEVATED,wheelchair_kit,monitor_only
short_haul,182,high_turnover,9.48,0.54,6.35,2.9,8.86,beverage,43.84,36.22,7.62,ELEVATED,beverage,top_up_before_arrival
short_haul,92,late_rotation,0.77,0.36,8.58,3.9,1.74,wheelchair_kit,22.05,21.18,0.88,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,204,standard,2.56,0.78,5.67,7.55,1.69,wheelchair_kit,31.13,33.04,0.0,LOW,wheelchair_kit,monitor_only
long_haul,197,high_turnover,4.47,0.89,3.45,7.63,8.63,duty_free,46.29,39.69,6.6,ELEVATED,duty_free,top_up_before_arrival
long_haul,109,late_rotation,6.85,0.3,4.56,4.91,3.6,duty_free,37.11,11.88,25.23,HIGH,duty_free,replace_trolley_set
long_haul,187,business_priority,0.52,0.58,1.75,2.6,9.32,wheelchair_kit,42.02,35.33,6.69,LOW,wheelchair_kit,monitor_only
medium_haul,199,business_priority,7.5,0.42,6.7,3.33,2.06,meal,49.94,27.33,22.61,ELEVATED,meal,top_up_before_arrival
long_haul,166,business_priority,7.01,0.72,1.98,6.63,7.63,meal,52.82,34.0,18.82,HIGH,meal,replace_trolley_set
medium_haul,202,standard,4.76,0.64,9.07,8.44,2.15,duty_free,41.64,30.64,11.01,HIGH,duty_free,replace_trolley_set
medium_haul,159,standard,7.87,0.66,8.89,5.92,5.86,wheelchair_kit,40.16,31.07,9.1,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,117,high_turnover,8.48,0.36,3.56,4.96,6.88,wheelchair_kit,28.51,20.14,8.37,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,112,business_priority,7.38,0.78,7.77,8.18,1.22,meal,41.39,30.25,11.14,HIGH,meal,top_up_before_arrival
short_haul,193,high_turnover,1.54,0.75,7.65,4.07,5.87,wheelchair_kit,32.9,37.51,0.0,LOW,wheelchair_kit,monitor_only
short_haul,207,business_priority,2.74,0.89,5.7,4.59,7.59,duty_free,36.5,45.09,0.0,LOW,duty_free,monitor_only
medium_haul,102,standard,7.32,0.76,4.05,6.14,2.88,wheelchair_kit,26.2,31.35,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,93,high_turnover,0.77,0.3,3.47,5.5,6.28,mixed_service,29.02,19.09,9.93,HIGH,standard_service,replace_trolley_set
medium_haul,151,business_priority,1.55,0.93,8.8,7.3,4.08,beverage,43.18,41.59,1.6,LOW,beverage,monitor_only
short_haul,108,business_priority,1.55,0.89,2.64,3.34,2.45,beverage,24.45,42.67,0.0,LOW,beverage,monitor_only
short_haul,177,standard,5.45,0.87,2.36,5.83,6.35,beverage,36.26,42.3,0.0,LOW,beverage,monitor_only
short_haul,82,late_rotation,6.14,0.44,6.21,3.64,6.04,beverage,34.68,19.31,15.36,HIGH,beverage,top_up_before_arrival
long_haul,162,high_turnover,6.63,0.42,8.5,3.87,9.07,mixed_service,49.95,22.36,27.59,HIGH,long_haul_service,replace_trolley_set
short_haul,112,late_rotation,5.02,0.89,7.98,7.59,6.28,duty_free,28.68,31.2,0.0,LOW,duty_free,monitor_only
short_haul,211,late_rotation,9.62,0.26,3.64,3.07,8.38,wheelchair_kit,39.63,15.65,23.98,HIGH,wheelchair_kit,replace_trolley_set
short_haul,207,standard,3.84,0.67,2.3,5.0,6.02,duty_free,33.29,28.85,4.44,ELEVATED,duty_free,top_up_before_arrival
long_haul,203,high_turnover,3.92,0.54,8.56,7.87,4.52,beverage,54.84,23.29,31.55,HIGH,beverage,replace_trolley_set
medium_haul,146,late_rotation,4.95,0.97,5.04,7.95,1.56,beverage,37.16,35.72,1.44,ELEVATED,beverage,top_up_before_arrival
short_haul,190,business_priority,4.03,0.41,3.85,8.65,6.44,beverage,39.87,19.76,20.11,HIGH,beverage,replace_trolley_set
short_haul,150,high_turnover,5.48,0.41,7.91,1.12,7.0,beverage,38.42,31.45,6.97,LOW,beverage,monitor_only
short_haul,106,high_turnover,5.8,0.93,4.79,1.98,5.77,mixed_service,29.6,46.19,0.0,LOW,standard_service,monitor_only
short_haul,206,high_turnover,6.29,0.92,8.66,6.38,3.22,meal,46.72,41.08,5.64,LOW,meal,monitor_only
long_haul,202,late_rotation,4.73,0.61,6.92,9.45,6.6,meal,58.39,16.18,42.21,HIGH,meal,replace_trolley_set
medium_haul,81,late_rotation,5.07,0.97,3.2,4.03,1.22,beverage,28.66,45.4,0.0,LOW,beverage,monitor_only
medium_haul,172,standard,2.63,0.85,4.06,7.26,8.66,meal,41.62,33.97,7.64,ELEVATED,meal,top_up_before_arrival
medium_haul,190,high_turnover,3.88,0.51,7.78,6.07,7.41,beverage,45.08,22.4,22.68,HIGH,beverage,replace_trolley_set
long_haul,169,late_rotation,5.46,0.58,3.93,3.06,2.24,wheelchair_kit,42.29,24.49,17.8,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,100,high_turnover,2.7,0.54,7.53,7.96,1.96,beverage,34.53,20.56,13.97,HIGH,beverage,replace_trolley_set
short_haul,95,high_turnover,7.12,0.93,7.5,4.15,7.89,beverage,35.97,47.98,0.0,LOW,beverage,monitor_only
short_haul,80,standard,8.89,0.37,3.33,6.42,1.62,duty_free,23.23,18.66,4.57,HIGH,duty_free,replace_trolley_set
long_haul,158,late_rotation,2.19,0.47,2.38,4.11,4.35,wheelchair_kit,37.85,21.51,16.34,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,172,business_priority,8.44,0.38,7.23,6.51,5.32,wheelchair_kit,39.83,14.72,25.1,HIGH,wheelchair_kit,replace_trolley_set
long_haul,100,high_turnover,4.47,0.56,5.27,2.3,8.29,beverage,43.81,33.85,9.96,HIGH,beverage,replace_trolley_set
medium_haul,153,late_rotation,1.79,0.86,7.98,8.48,9.05,wheelchair_kit,36.47,32.11,4.36,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,174,business_priority,9.5,0.54,2.71,7.44,4.36,wheelchair_kit,32.71,22.72,9.99,HIGH,wheelchair_kit,replace_trolley_set
short_haul,202,high_turnover,2.29,0.55,3.6,9.31,3.06,meal,38.13,23.53,14.6,HIGH,meal,replace_trolley_set
short_haul,190,standard,6.73,0.73,3.43,4.75,5.48,beverage,39.63,41.85,0.0,ELEVATED,beverage,top_up_before_arrival
short_haul,147,business_priority,2.48,0.4,8.33,8.37,6.22,meal,42.07,9.67,32.4,HIGH,meal,replace_trolley_set
long_haul,195,late_rotation,1.6,0.58,7.52,6.6,6.67,wheelchair_kit,48.09,23.44,24.65,HIGH,wheelchair_kit,replace_trolley_set
long_haul,205,standard,3.99,0.48,2.6,2.49,9.06,beverage,48.8,26.86,21.94,HIGH,beverage,replace_trolley_set
medium_haul,127,business_priority,6.01,0.27,4.81,6.31,3.04,wheelchair_kit,30.47,11.15,19.32,HIGH,wheelchair_kit,replace_trolley_set
short_haul,217,business_priority,4.95,0.75,6.65,3.72,4.63,meal,46.59,40.73,5.86,LOW,meal,monitor_only
medium_haul,139,business_priority,0.7,0.96,8.96,6.46,1.38,mixed_service,39.59,37.76,1.83,ELEVATED,premium_cabin,top_up_before_arrival
short_haul,181,business_priority,9.36,0.29,4.95,7.36,3.56,beverage,42.8,11.53,31.27,HIGH,beverage,replace_trolley_set
short_haul,123,late_rotation,7.2,0.29,5.22,3.72,9.27,duty_free,32.72,18.6,14.12,HIGH,duty_free,replace_trolley_set
long_haul,197,late_rotation,4.58,0.77,4.03,6.76,6.5,beverage,53.44,23.02,30.42,HIGH,beverage,replace_trolley_set
short_haul,108,business_priority,3.14,0.85,6.91,2.0,8.7,wheelchair_kit,27.69,48.89,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,176,standard,1.87,0.53,1.06,1.45,7.82,beverage,33.4,29.21,4.19,ELEVATED,beverage,top_up_before_arrival
short_haul,170,late_rotation,1.4,0.26,4.31,8.61,5.22,meal,34.05,2.49,31.57,HIGH,meal,replace_trolley_set
medium_haul,153,high_turnover,8.78,0.36,5.7,6.27,8.73,duty_free,39.91,18.55,21.37,HIGH,duty_free,top_up_before_arrival
medium_haul,190,late_rotation,1.24,0.6,1.14,3.25,8.23,meal,40.89,26.77,14.11,LOW,meal,monitor_only
medium_haul,207,late_rotation,6.19,0.95,6.53,5.64,8.23,duty_free,44.46,45.63,0.0,LOW,duty_free,monitor_only
medium_haul,94,standard,1.26,0.9,3.71,1.49,4.19,duty_free,27.89,52.5,0.0,LOW,duty_free,monitor_only
long_haul,157,late_rotation,5.23,0.37,9.31,7.96,4.64,meal,55.55,10.87,44.68,HIGH,meal,replace_trolley_set
medium_haul,168,business_priority,6.0,0.88,1.26,9.07,9.48,duty_free,39.01,42.02,0.0,ELEVATED,duty_free,monitor_only
short_haul,213,late_rotation,1.42,0.34,3.55,2.42,4.42,meal,35.53,17.05,18.48,HIGH,meal,top_up_before_arrival
medium_haul,136,business_priority,1.6,0.75,9.26,5.57,5.74,meal,43.25,37.91,5.35,LOW,meal,monitor_only
short_haul,90,high_turnover,7.61,0.26,4.48,5.46,6.47,duty_free,28.49,15.12,13.37,HIGH,duty_free,replace_trolley_set
short_haul,147,business_priority,1.34,0.88,5.22,3.34,6.86,mixed_service,36.7,46.51,0.0,LOW,premium_cabin,monitor_only
medium_haul,73,standard,8.53,0.38,1.03,9.09,6.59,duty_free,28.81,12.67,16.14,HIGH,duty_free,replace_trolley_set
medium_haul,216,late_rotation,0.61,0.39,1.65,7.44,1.51,meal,40.92,15.95,24.97,HIGH,meal,replace_trolley_set
short_haul,172,business_priority,1.42,0.36,5.9,2.05,7.55,duty_free,35.68,23.64,12.04,LOW,duty_free,monitor_only
medium_haul,126,standard,8.81,0.45,1.73,1.75,1.0,meal,32.7,27.42,5.28,LOW,meal,monitor_only
short_haul,117,business_priority,6.61,1.0,1.3,5.5,2.69,mixed_service,27.03,49.5,0.0,LOW,premium_cabin,monitor_only
short_haul,184,high_turnover,8.15,0.45,2.2,3.21,3.53,meal,40.79,23.44,17.35,HIGH,meal,replace_trolley_set
medium_haul,182,standard,2.55,0.35,1.76,8.53,3.63,beverage,38.21,11.07,27.14,HIGH,beverage,replace_trolley_set
medium_haul,195,high_turnover,4.63,0.61,1.59,4.26,3.64,meal,39.91,35.45,4.46,ELEVATED,meal,top_up_before_arrival
medium_haul,157,standard,9.54,0.88,2.85,8.44,6.89,wheelchair_kit,35.73,45.22,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,103,standard,0.3,0.87,6.55,1.86,8.07,mixed_service,35.69,47.92,0.0,LOW,standard_service,monitor_only
long_haul,141,business_priority,3.1,0.77,1.58,8.82,7.13,beverage,46.32,24.95,21.38,HIGH,beverage,replace_trolley_set
medium_haul,111,standard,2.47,0.92,5.6,1.69,6.32,meal,37.79,51.66,0.0,LOW,meal,monitor_only
