passenger_load,arrival_delay,gate_congestion,malfunction_count,malfunction_severity,inventory_shortage,aircraft_type,route_class,assistance_request,refueling_required,weather_disturbance,maintenance_duration_proxy,catering_duration_proxy,cleaning_duration_proxy,boarding_duration_proxy,refueling_duration_proxy,dominant_bottleneck
183,72,7.69,1,5.42,8.61,A321,medium_haul,True,True,4.05,24.94,29.72,24.62,27.0,25.88,Catering
198,23,4.65,1,5.22,6.07,B737-800,long_haul,False,False,7.53,22.82,24.1,22.78,22.59,17.95,Catering
124,9,7.21,1,5.2,7.58,A321,short_haul,False,True,4.35,22.83,23.92,16.09,17.37,21.81,Catering
92,49,5.84,1,5.54,3.09,B737-800,short_haul,False,False,0.38,21.75,19.31,18.6,19.14,13.5,Maintenance
80,70,4.12,3,6.41,2.99,B737-800,long_haul,False,True,6.0,27.07,16.93,22.48,19.72,26.12,Maintenance
204,74,8.31,1,3.34,8.34,A321,medium_haul,False,True,3.95,22.6,28.73,27.17,26.0,27.36,Catering
70,6,7.01,4,4.53,4.99,E195-E2,medium_haul,False,True,0.11,24.28,20.19,16.4,18.6,19.57,Maintenance
104,19,1.89,1,1.4,0.38,E195-E2,medium_haul,True,False,6.51,13.79,14.05,17.61,18.52,15.86,Boarding
90,41,8.57,3,2.37,7.22,A321,long_haul,True,True,7.94,23.84,24.56,19.96,24.36,25.97,Refueling
159,38,6.22,1,5.14,5.02,A320neo,short_haul,False,True,7.98,25.36,22.24,21.02,20.37,26.68,Refueling
192,31,5.53,1,4.17,3.14,A320neo,short_haul,False,False,2.06,19.93,20.28,21.85,20.06,11.27,Cleaning
172,65,1.59,0,3.1,4.17,A320neo,medium_haul,False,True,3.71,15.22,19.21,26.16,20.24,19.0,Cleaning
88,23,8.88,0,1.67,3.13,E195-E2,long_haul,False,True,2.66,12.14,18.0,18.45,21.96,18.97,Boarding
104,34,8.7,0,2.43,6.81,A320neo,medium_haul,False,True,5.49,15.77,24.26,16.84,22.22,20.68,Catering
121,31,0.87,3,4.39,0.39,A320neo,short_haul,True,True,4.34,24.17,12.06,18.25,16.71,19.09,Maintenance
203,57,2.94,1,3.49,4.33,E195-E2,short_haul,False,True,2.62,15.1,21.15,24.96,18.14,21.02,Cleaning
135,39,4.16,0,3.75,4.47,A321,medium_haul,True,False,3.49,18.13,21.32,20.2,23.85,13.48,Boarding
119,76,1.04,1,4.38,3.61,E195-E2,short_haul,False,True,7.47,20.82,17.85,15.65,18.4,25.61,Refueling
111,3,9.02,0,0.34,0.28,E195-E2,short_haul,False,True,0.64,7.42,12.03,14.2,19.58,19.29,Boarding
71,17,9.11,2,2.93,0.75,A320neo,long_haul,False,True,7.91,23.16,14.0,17.88,21.19,23.63,Refueling
75,67,7.88,2,4.49,7.46,A320neo,short_haul,False,True,6.6,26.72,25.17,19.16,19.31,23.37,Maintenance
155,38,5.06,1,2.5,6.22,A321,short_haul,False,False,6.28,18.32,24.58,18.65,17.64,18.15,Catering
131,28,3.66,2,0.71,9.38,A320neo,medium_haul,True,True,6.32,14.27,26.38,21.62,19.92,19.16,Catering
206,56,8.28,2,2.28,1.17,B737-800,medium_haul,False,False,2.04,16.78,20.21,24.09,26.19,15.33,Boarding
80,34,4.95,1,2.64,5.78,B737-800,short_haul,False,True,2.86,14.91,19.64,16.4,17.11,16.19,Catering
147,49,1.47,0,3.65,2.89,A321,short_haul,False,True,7.48,18.62,17.74,19.52,17.56,25.49,Refueling
127,70,7.38,2,6.41,9.22,E195-E2,short_haul,False,True,0.7,25.19,29.16,22.31,21.18,18.03,Catering
188,60,1.61,1,1.94,7.79,B737-800,medium_haul,False,True,2.06,14.24,27.51,19.33,20.22,18.72,Catering
74,66,0.51,0,4.23,1.59,B737-800,long_haul,True,True,4.23,17.04,13.86,18.32,21.5,21.08,Boarding
97,82,4.2,3,3.89,3.77,E195-E2,medium_haul,False,True,4.7,22.93,16.7,21.44,19.33,23.66,Refueling
108,54,6.41,0,4.27,1.99,B737-800,short_haul,False,True,7.9,21.39,19.16,21.59,19.59,24.94,Refueling
92,30,5.35,4,6.91,4.64,E195-E2,medium_haul,False,False,3.67,31.12,19.55,18.84,18.01,13.89,Maintenance
139,17,6.39,2,2.24,4.2,A320neo,long_haul,False,True,3.84,15.74,22.27,19.95,20.94,20.46,Catering
150,74,2.43,3,3.6,4.33,B737-800,long_haul,False,True,2.7,24.31,19.46,22.5,21.35,23.67,Maintenance
178,83,8.78,2,1.84,6.5,B737-800,long_haul,True,False,2.2,15.68,26.71,26.92,28.42,18.84,Boarding
139,76,9.45,4,4.5,0.54,A321,medium_haul,False,True,4.27,27.46,15.79,23.42,24.87,23.36,Maintenance
146,28,9.05,1,4.06,0.83,E195-E2,medium_haul,False,True,4.85,21.32,18.15,21.42,24.69,22.71,Boarding
147,32,7.43,3,3.33,4.17,E195-E2,long_haul,False,True,5.9,23.07,19.26,19.28,21.71,26.2,Refueling
89,57,8.14,0,4.8,5.81,E195-E2,medium_haul,False,True,2.14,19.28,23.09,17.21,19.75,20.9,Catering
173,56,7.6,4,7.86,7.01,A321,medium_haul,False,True,6.19,37.35,25.98,24.64,25.8,23.97,Maintenance
163,17,2.28,3,5.29,9.46,A320neo,short_haul,False,True,4.75,25.41,26.32,19.99,17.86,21.15,Catering
111,83,1.27,1,3.67,1.23,B737-800,long_haul,False,True,3.8,18.88,16.32,21.11,18.61,25.03,Refueling
107,44,6.22,2,5.22,3.87,B737-800,short_haul,False,True,2.61,23.15,20.41,20.47,20.86,21.67,Maintenance
157,24,8.82,0,2.74,6.32,B737-800,short_haul,False,False,3.66,17.51,23.32,18.73,23.03,13.57,Catering
133,52,9.43,3,2.48,5.24,B737-800,short_haul,False,True,0.37,17.65,22.98,22.39,21.09,21.64,Catering
140,56,7.4,1,2.48,9.49,B737-800,medium_haul,False,True,4.31,16.86,28.69,23.95,24.6,23.05,Catering
158,18,8.02,1,3.89,6.39,A321,medium_haul,False,True,4.67,20.31,23.49,19.34,20.79,22.85,Catering
146,65,4.88,2,4.01,4.28,B737-800,medium_haul,False,True,2.1,22.95,19.21,21.8,22.32,18.63,Maintenance
78,34,7.69,3,3.45,9.39,A320neo,short_haul,False,True,7.54,23.01,25.86,19.49,19.7,23.76,Catering
132,74,6.55,1,1.93,7.89,A320neo,medium_haul,False,True,1.8,16.58,25.49,23.78,23.32,20.59,Catering
113,18,3.74,2,3.23,1.87,B737-800,short_haul,False,True,4.68,18.83,14.69,16.28,17.43,19.33,Refueling
85,68,2.8,2,3.41,7.49,B737-800,long_haul,True,False,2.21,20.29,24.61,20.77,19.67,14.12,Catering
135,77,5.84,0,3.17,9.26,E195-E2,long_haul,False,True,4.18,17.13,31.87,21.78,22.56,24.8,Catering
219,81,8.74,2,1.83,5.34,A321,medium_haul,False,True,0.35,17.84,22.8,28.68,27.87,20.72,Cleaning
162,39,5.88,1,3.9,0.53,B737-800,short_haul,False,True,4.09,21.95,16.63,20.29,20.52,20.81,Maintenance
129,14,1.72,0,2.82,9.04,B737-800,short_haul,True,True,1.23,15.04,25.3,19.07,19.0,18.15,Catering
170,1,1.5,1,4.06,8.34,E195-E2,short_haul,False,False,3.15,18.57,24.1,17.06,19.17,12.18,Catering
155,21,5.97,2,3.68,9.29,B737-800,short_haul,True,True,2.41,21.93,29.55,20.44,22.95,22.26,Catering
120,21,6.04,2,5.3,1.61,A321,medium_haul,False,True,0.93,22.12,16.45,18.55,19.96,18.68,Maintenance
164,81,7.16,1,0.43,0.57,A321,long_haul,False,True,0.86,11.23,15.94,25.62,26.04,22.48,Boarding
197,54,5.07,1,3.94,8.94,B737-800,medium_haul,False,True,4.06,18.96,28.46,23.46,23.74,22.02,Catering
134,62,1.42,1,7.71,3.66,E195-E2,medium_haul,True,True,7.32,30.44,17.76,21.1,19.81,23.26,Maintenance
213,45,3.71,0,3.2,4.71,B737-800,short_haul,True,False,7.37,18.57,19.6,20.15,23.3,19.86,Boarding
138,2,3.13,0,5.32,7.98,A321,short_haul,False,False,1.21,19.94,24.97,16.94,16.2,12.48,Catering
142,65,5.18,1,2.23,0.49,E195-E2,medium_haul,True,True,2.23,14.36,15.66,23.29,23.59,20.31,Boarding
184,70,3.74,1,2.41,8.24,E195-E2,short_haul,False,True,5.86,16.79,26.81,25.06,22.41,22.29,Catering
196,64,3.34,1,2.45,5.87,B737-800,short_haul,False,True,0.43,14.82,22.98,20.94,22.59,18.55,Catering
161,83,6.81,0,3.42,3.69,B737-800,medium_haul,False,False,3.96,18.96,19.55,24.47,24.29,18.93,Cleaning
208,13,5.85,3,5.39,0.14,A320neo,long_haul,False,True,7.83,30.08,16.47,22.43,23.58,24.9,Maintenance
211,11,4.67,2,3.1,4.93,B737-800,short_haul,False,True,5.44,18.81,23.5,19.14,19.69,19.61,Catering
216,76,5.62,2,4.52,2.78,B737-800,medium_haul,False,True,3.44,23.41,20.23,25.41,25.78,24.33,Boarding
153,14,2.36,3,5.84,6.33,B737-800,medium_haul,True,False,5.89,27.98,23.07,19.25,18.76,14.08,Maintenance
195,22,9.41,1,0.85,1.74,A320neo,long_haul,False,True,7.62,13.92,22.6,22.6,24.06,26.08,Refueling
146,72,8.84,1,1.81,1.6,E195-E2,medium_haul,True,True,5.64,15.7,17.69,22.95,26.6,22.93,Boarding
190,28,3.93,1,3.42,0.18,A321,short_haul,False,True,5.22,19.21,15.01,19.84,20.1,20.12,Refueling
152,24,9.28,2,5.41,0.13,A321,long_haul,False,False,0.65,24.3,17.36,22.52,26.01,12.86,Boarding
216,5,7.31,0,0.43,9.55,A321,long_haul,False,True,1.16,10.04,30.88,21.71,23.6,20.75,Catering
187,58,0.87,2,3.18,7.52,B737-800,short_haul,False,True,6.29,20.52,23.6,23.48,19.61,23.48,Catering
133,64,9.33,0,3.0,8.41,A321,short_haul,False,True,4.44,18.39,27.82,21.28,23.51,23.86,Catering
147,54,6.75,1,4.1,9.59,A321,medium_haul,False,True,6.32,22.02,29.8,22.13,21.05,28.5,Catering
138,84,1.2,1,3.8,8.37,A321,long_haul,False,True,7.46,19.72,29.03,20.15,20.74,27.27,Catering
197,8,5.17,0,5.91,5.52,A321,short_haul,False,True,4.88,21.48,23.45,20.66,22.28,21.81,Catering
110,31,2.97,1,4.74,4.62,B737-800,short_haul,False,True,4.85,22.5,18.61,16.11,15.44,24.74,Refueling
163,47,3.44,1,4.63,8.45,B737-800,long_haul,False,True,7.83,24.71,27.6,21.37,20.65,28.16,Refueling
187,60,4.78,3,6.28,6.09,B737-800,medium_haul,False,True,6.59,30.94,25.14,25.11,22.6,25.97,Maintenance
219,37,9.07,1,3.55,0.12,B737-800,medium_haul,True,True,5.86,20.96,17.97,23.81,28.37,23.6,Boarding
134,54,5.61,3,4.64,2.55,A320neo,long_haul,False,False,1.18,21.95,19.61,21.39,20.01,15.26,Maintenance
156,4,3.31,1,3.95,1.74,E195-E2,short_haul,False,False,7.34,21.77,15.97,19.07,20.01,17.32,Maintenance
85,68,1.0,1,3.28,0.16,A321,medium_haul,False,True,1.73,18.35,11.49,20.1,15.66,16.93,Cleaning
117,19,9.49,2,4.68,1.0,A321,long_haul,False,True,1.76,20.98,17.55,19.28,23.6,21.46,Boarding
197,2,6.83,1,3.98,1.07,A320neo,short_haul,False,False,7.55,21.6,16.86,20.57,20.73,14.48,Maintenance
119,38,9.23,4,3.83,4.03,A320neo,long_haul,False,True,6.15,24.32,21.08,21.13,21.8,23.78,Maintenance
185,1,9.12,0,4.34,0.33,E195-E2,medium_haul,False,True,6.95,24.03,17.26,23.91,21.08,21.26,Maintenance
208,2,7.73,3,4.82,2.7,E195-E2,short_haul,False,True,2.95,24.05,18.88,23.05,22.59,16.17,Maintenance
183,59,3.13,2,2.62,3.76,A320neo,medium_haul,False,True,4.81,19.15,21.98,24.15,21.45,25.47,Refueling
92,55,0.68,2,3.95,5.17,E195-E2,short_haul,False,False,4.37,21.65,19.92,19.84,16.07,16.19,Maintenance
190,57,8.43,2,6.52,8.61,A321,long_haul,False,False,1.66,27.89,29.18,25.38,25.92,16.91,Catering
209,14,6.0,0,2.56,6.71,A320neo,short_haul,True,True,6.57,14.83,27.0,22.23,23.71,24.4,Catering
146,71,4.11,1,2.61,7.49,B737-800,short_haul,True,True,7.29,18.7,24.33,23.43,21.51,26.69,Refueling
107,48,6.62,0,0.62,4.34,B737-800,short_haul,False,True,7.56,12.8,19.69,18.88,20.19,27.2,Refueling
144,47,8.15,3,4.22,9.54,B737-800,medium_haul,False,True,7.65,28.38,27.58,22.02,24.43,27.27,Maintenance
190,60,8.49,1,3.93,9.11,E195-E2,long_haul,False,True,4.83,20.61,32.72,27.49,24.15,25.82,Catering
176,29,5.11,1,5.55,3.63,B737-800,short_haul,True,False,6.17,25.28,21.78,20.61,22.13,14.68,Maintenance
95,5,7.57,1,4.63,7.29,A320neo,short_haul,False,False,6.87,20.59,21.51,17.88,18.63,15.37,Catering
126,75,9.37,1,3.94,3.16,A321,long_haul,False,True,1.66,20.92,20.54,24.2,25.47,25.62,Refueling
123,45,2.6,2,4.93,1.77,E195-E2,short_haul,False,True,1.65,23.44,13.44,16.5,16.78,20.35,Maintenance
143,39,7.0,2,6.37,9.2,B737-800,short_haul,True,True,2.99,27.08,26.69,19.89,23.66,21.87,Maintenance
160,72,5.3,0,1.28,7.85,E195-E2,short_haul,True,True,5.95,12.78,23.14,22.7,23.21,25.21,Refueling
88,79,9.29,1,5.04,0.34,A320neo,medium_haul,False,True,4.21,25.15,16.19,22.2,26.16,24.57,Boarding
133,13,6.5,2,2.57,7.62,E195-E2,medium_haul,False,True,7.73,17.75,25.93,19.44,20.32,24.44,Catering
110,42,6.11,1,2.65,2.59,A320neo,medium_haul,False,True,5.63,18.56,18.78,19.7,18.54,21.6,Refueling
213,58,2.73,0,0.57,5.82,E195-E2,medium_haul,False,True,1.85,10.13,23.17,23.04,24.61,17.83,Boarding
136,25,1.13,2,4.16,3.6,A321,long_haul,False,True,6.67,23.92,19.6,18.44,16.5,21.78,Maintenance
164,18,5.98,0,0.0,8.04,B737-800,long_haul,False,True,1.46,7.26,27.51,21.89,19.57,15.72,Catering
107,37,1.63,1,5.9,6.39,A320neo,short_haul,False,True,7.47,24.66,21.12,18.31,13.72,22.75,Maintenance
164,52,2.67,4,3.89,2.3,A320neo,short_haul,False,True,4.12,24.64,17.08,22.65,19.56,20.49,Maintenance
123,59,8.7,2,5.63,3.19,B737-800,short_haul,True,True,0.3,24.04,20.56,19.41,26.06,20.88,Boarding
136,13,3.41,1,4.08,7.15,A321,long_haul,True,True,7.37,23.65,24.34,18.45,17.53,22.06,Catering
126,74,8.57,0,0.66,5.71,E195-E2,long_haul,False,False,3.01,12.21,23.76,23.48,24.81,17.89,Boarding
146,47,4.35,1,6.15,3.54,A320neo,long_haul,False,True,2.46,23.58,19.81,23.97,22.55,20.81,Cleaning
218,61,3.3,2,2.45,4.05,E195-E2,medium_haul,True,True,3.15,16.01,22.92,23.59,25.84,20.55,Boarding
179,16,1.4,1,4.45,7.64,A320neo,long_haul,True,True,3.9,18.5,27.34,20.41,21.61,17.91,Catering
97,53,4.54,1,4.34,8.3,E195-E2,medium_haul,False,True,0.55,20.36,23.95,20.23,18.75,16.43,Catering
182,35,8.99,2,3.88,7.13,A321,medium_haul,False,True,2.17,22.13,26.05,23.98,23.2,21.77,Catering
105,48,5.3,0,7.33,5.72,A320neo,long_haul,False,True,5.42,24.12,23.32,21.31,21.25,23.03,Maintenance
176,48,4.53,1,1.91,1.44,A320neo,long_haul,False,False,1.03,12.5,19.55,23.91,21.58,13.31,Cleaning
219,40,6.91,1,4.41,2.33,B737-800,medium_haul,True,True,2.1,19.77,20.15,23.98,26.46,21.82,Boarding
190,29,4.26,4,8.71,9.48,E195-E2,short_haul,False,False,5.4,36.86,28.56,20.64,22.41,17.99,Maintenance
128,30,2.1,3,4.68,4.17,A320neo,long_haul,True,True,1.39,21.49,18.73,21.15,17.91,18.0,Maintenance
92,81,4.98,3,5.51,1.45,A320neo,medium_haul,True,True,6.65,29.6,14.56,21.09,21.55,25.79,Maintenance
215,56,3.45,2,5.63,1.42,A320neo,short_haul,True,True,5.41,27.21,16.18,25.96,22.08,21.38,Maintenance
77,84,3.15,3,2.45,1.1,B737-800,medium_haul,True,True,7.08,20.88,13.39,19.72,21.91,26.08,Refueling
193,81,5.81,0,3.16,1.78,A321,short_haul,False,True,4.4,16.98,17.94,24.88,22.49,25.74,Refueling
198,61,3.08,2,4.75,6.06,A321,medium_haul,False,False,5.21,24.67,26.02,25.71,22.57,17.94,Catering
152,30,6.69,3,8.15,3.14,A320neo,short_haul,False,True,7.99,37.25,17.03,19.82,22.1,27.32,Maintenance
130,40,6.74,1,5.12,4.14,E195-E2,short_haul,True,True,2.6,21.92,21.02,19.24,22.39,18.84,Boarding
194,55,4.54,1,2.15,7.97,E195-E2,medium_haul,False,True,7.21,16.74,27.61,24.37,23.15,25.26,Catering
75,81,7.45,0,2.4,3.25,A321,short_haul,False,False,5.29,14.7,16.91,19.63,21.13,20.48,Boarding
180,36,9.48,1,4.31,6.52,A321,short_haul,False,False,6.34,21.28,22.94,22.2,23.65,18.29,Boarding
127,67,2.89,4,5.79,7.62,A321,medium_haul,False,False,2.31,31.03,24.58,20.18,18.51,13.65,Maintenance
155,13,6.24,0,2.7,6.92,B737-800,short_haul,False,True,5.03,14.95,23.6,15.24,19.82,22.24,Catering
189,22,1.15,0,3.98,8.79,B737-800,short_haul,False,True,7.12,19.45,24.28,21.64,18.1,24.55,Refueling
127,31,2.61,1,0.0,4.33,A320neo,short_haul,False,False,7.21,10.16,18.25,21.56,17.57,17.33,Cleaning
204,77,8.55,1,1.3,8.6,E195-E2,short_haul,False,True,4.76,17.4,28.56,27.16,27.99,25.05,Catering
205,46,3.32,1,1.83,9.51,A321,medium_haul,True,True,5.62,14.47,28.55,21.42,23.67,21.37,Catering
108,7,3.7,0,7.93,4.26,A320neo,medium_haul,False,False,0.87,22.58,18.93,15.28,14.31,10.73,Maintenance
205,80,4.9,2,6.85,0.88,B737-800,short_haul,False,True,3.18,26.21,18.46,26.19,21.53,23.83,Maintenance
105,75,9.36,2,7.42,6.05,E195-E2,short_haul,False,True,4.33,31.45,24.98,21.81,23.3,25.94,Maintenance
150,47,7.74,0,4.61,3.02,A321,short_haul,False,True,4.38,21.95,18.41,20.32,21.97,23.17,Refueling
217,43,3.63,1,4.8,5.79,A321,short_haul,True,False,4.51,22.73,24.81,21.86,21.86,15.87,Catering
172,67,7.8,2,6.08,7.14,B737-800,medium_haul,False,True,4.94,28.27,24.45,24.86,25.12,23.69,Maintenance
124,54,9.23,1,1.66,7.32,E195-E2,short_haul,False,True,5.93,17.65,23.92,22.91,22.76,24.03,Refueling
191,81,5.97,2,3.2,1.27,E195-E2,long_haul,False,True,3.06,21.08,16.06,26.25,25.3,25.36,Cleaning
190,57,7.67,2,2.76,3.91,A321,medium_haul,False,True,3.15,19.72,22.11,23.33,25.1,22.04,Boarding
132,32,3.97,2,5.93,3.51,E195-E2,long_haul,False,True,2.29,25.32,19.99,20.66,19.87,17.13,Maintenance
106,18,6.02,0,2.91,4.87,A321,long_haul,False,True,6.28,15.87,18.2,18.08,19.14,22.24,Refueling
186,54,7.87,3,5.45,5.43,B737-800,medium_haul,False,False,5.92,27.5,24.83,21.38,24.79,21.32,Maintenance
84,11,1.31,1,4.03,6.2,B737-800,medium_haul,True,False,5.26,19.4,17.88,13.97,17.58,13.76,Maintenance
77,83,7.88,0,2.88,3.29,A321,long_haul,False,True,3.53,16.91,17.98,24.93,23.17,24.0,Cleaning
202,10,8.23,0,5.76,9.12,B737-800,short_haul,False,False,3.34,23.46,28.97,21.41,22.23,13.44,Catering
122,54,3.25,1,4.09,2.69,E195-E2,short_haul,False,True,0.51,18.42,15.61,19.72,18.24,16.07,Cleaning
179,40,1.21,1,4.5,2.64,A320neo,long_haul,False,False,0.17,19.5,16.99,22.43,17.83,11.11,Cleaning
77,9,4.01,0,0.0,3.97,A321,short_haul,False,True,6.24,7.39,18.71,13.14,17.14,20.51,Refueling
94,44,3.26,1,3.57,1.36,B737-800,medium_haul,False,True,7.51,21.31,15.23,16.92,17.75,26.15,Refueling
72,69,4.03,0,1.8,2.52,E195-E2,medium_haul,False,False,7.2,15.12,15.97,18.58,17.94,22.39,Refueling
197,49,7.6,0,0.53,6.08,E195-E2,long_haul,False,True,2.54,8.37,26.48,26.24,24.43,22.49,Catering
217,26,1.12,2,5.78,6.61,A321,medium_haul,True,True,7.68,24.68,24.29,21.01,19.56,24.03,Maintenance
146,48,3.74,2,4.99,2.43,A321,medium_haul,False,True,6.9,24.13,17.02,22.25,21.09,24.34,Refueling
153,0,5.78,5,8.66,1.32,A321,medium_haul,False,True,0.63,37.46,17.16,19.7,19.6,18.4,Maintenance
149,58,4.29,2,2.29,4.79,E195-E2,short_haul,False,True,6.88,21.01,20.52,22.69,21.4,23.08,Refueling
204,38,3.96,3,7.39,3.06,B737-800,medium_haul,False,True,3.59,31.66,20.59,22.72,18.95,21.52,Maintenance
141,13,8.7,1,2.53,5.92,A321,long_haul,False,True,7.07,17.97,24.77,20.74,21.02,24.53,Catering
205,29,0.85,1,2.63,8.68,B737-800,medium_haul,False,True,1.76,17.69,27.84,21.79,20.65,15.62,Catering
180,65,1.77,2,3.1,4.08,A320neo,short_haul,False,True,7.64,21.69,18.9,23.62,20.36,25.82,Refueling
119,6,7.63,0,3.01,8.62,A320neo,medium_haul,False,True,6.08,16.25,27.34,16.73,20.34,21.03,Catering
163,40,3.47,1,4.39,1.17,B737-800,medium_haul,False,True,0.34,17.99,14.52,21.23,19.65,18.74,Cleaning
173,78,1.17,1,3.35,8.78,B737-800,short_haul,False,True,3.97,17.78,27.9,21.37,19.1,22.06,Catering
139,39,6.15,3,4.03,0.55,A320neo,medium_haul,False,True,2.45,22.32,15.4,19.86,19.18,19.99,Maintenance
182,57,2.91,2,6.34,8.78,A320neo,long_haul,False,True,4.77,26.59,28.2,24.93,21.85,22.71,Catering
111,51,8.19,3,8.5,6.02,B737-800,short_haul,False,True,4.99,35.91,20.31,22.41,22.55,22.34,Maintenance
179,25,9.36,2,3.16,5.69,A320neo,short_haul,True,True,7.27,21.76,23.22,21.76,26.99,25.37,Boarding
192,48,1.83,2,1.71,6.42,A321,short_haul,False,True,1.3,14.66,23.54,22.58,19.83,16.16,Catering
104,14,4.31,2,6.59,9.17,B737-800,medium_haul,True,True,1.61,27.44,25.07,17.85,19.2,19.61,Maintenance
89,50,4.21,4,9.62,1.02,A320neo,short_haul,False,True,1.77,37.55,15.58,19.54,18.63,17.23,Maintenance
216,20,8.76,2,2.28,2.51,A320neo,medium_haul,False,True,5.97,17.37,21.65,23.01,25.76,22.82,Boarding
189,42,8.65,1,4.26,1.09,E195-E2,short_haul,False,True,3.69,19.31,16.06,21.01,23.69,22.96,Boarding
182,80,7.32,0,6.63,8.22,E195-E2,long_haul,False,False,6.92,25.5,26.61,26.28,23.69,21.63,Catering
91,70,3.98,6,9.16,6.72,E195-E2,long_haul,True,True,6.98,41.52,23.71,20.16,22.67,25.39,Maintenance
132,31,8.09,1,5.67,7.36,A320neo,short_haul,True,False,0.85,23.15,24.78,18.37,22.29,13.6,Catering
185,40,7.8,1,3.33,4.04,E195-E2,short_haul,False,False,3.61,17.37,21.16,22.87,23.94,17.49,Boarding
213,8,5.06,3,5.07,6.81,A320neo,short_haul,False,False,2.81,24.41,22.79,20.15,21.58,10.86,Maintenance
88,13,0.84,2,2.75,6.26,A320neo,medium_haul,False,True,6.11,17.47,17.9,14.39,14.62,21.35,Refueling
111,72,0.68,2,3.32,6.99,A320neo,short_haul,False,True,7.27,22.27,22.1,18.58,15.82,22.27,Refueling
121,47,2.55,4,0.67,5.82,E195-E2,medium_haul,False,True,6.81,17.11,21.64,19.21,18.62,20.87,Catering
144,33,5.55,1,6.81,4.07,E195-E2,long_haul,False,True,4.23,27.54,22.08,20.9,21.63,24.37,Maintenance
132,82,5.76,3,6.07,6.57,A321,medium_haul,False,True,3.95,28.69,23.39,22.68,21.86,23.2,Maintenance
137,27,2.38,0,3.73,9.45,B737-800,short_haul,False,True,5.49,16.33,25.98,20.35,15.35,22.54,Catering
191,30,2.07,2,3.9,7.77,A320neo,medium_haul,False,True,3.58,21.94,24.89,20.47,19.32,23.19,Catering
146,65,2.77,3,4.65,9.06,A320neo,short_haul,False,False,7.4,25.16,27.32,18.88,18.01,17.19,Catering
135,0,5.42,1,3.93,6.53,E195-E2,long_haul,False,True,6.57,20.54,23.59,18.63,19.33,22.13,Catering
218,46,4.74,0,2.3,9.22,A321,medium_haul,False,True,7.0,14.65,28.35,23.45,21.86,24.26,Catering
74,62,6.46,1,3.49,6.06,A321,medium_haul,False,True,2.03,20.39,22.22,15.6,19.69,20.27,Catering
146,42,0.73,3,5.09,4.95,A320neo,short_haul,False,True,5.27,25.62,20.03,21.07,16.76,18.88,Maintenance
151,69,6.81,1,3.49,7.43,A321,short_haul,False,True,7.09,20.21,24.84,21.09,24.24,25.7,Refueling
76,59,9.01,1,1.62,3.77,A321,medium_haul,False,True,3.11,15.72,17.41,17.84,21.07,20.29,Boarding
181,71,7.13,3,4.31,8.28,A321,short_haul,False,True,6.29,23.43,27.9,26.23,24.17,25.02,Catering
130,36,0.75,1,3.82,1.77,A321,medium_haul,False,True,7.66,20.1,15.69,17.47,18.33,23.79,Refueling
77,23,4.77,1,2.19,5.7,E195-E2,medium_haul,False,True,3.74,18.87,19.26,20.08,16.14,18.81,Cleaning
152,33,3.83,3,7.57,6.1,A321,short_haul,False,True,4.72,33.54,24.36,19.79,18.82,22.13,Maintenance
132,54,9.49,2,3.51,4.23,B737-800,medium_haul,True,True,6.66,20.67,20.24,22.66,25.52,25.69,Refueling
90,64,6.49,2,2.13,0.03,A320neo,short_haul,True,True,3.21,17.51,13.76,19.61,21.37,24.43,Refueling
95,25,3.39,1,3.38,6.62,B737-800,short_haul,True,True,0.03,17.58,23.23,15.12,18.87,15.45,Catering
114,59,4.91,2,1.1,6.3,B737-800,short_haul,False,True,5.35,16.33,22.98,20.19,20.51,25.89,Refueling
107,65,7.7,1,3.85,0.42,A321,long_haul,False,True,0.48,19.71,16.57,21.69,22.51,19.05,Boarding
162,45,5.2,3,3.73,0.1,A321,short_haul,False,True,2.02,23.63,15.05,21.14,21.43,18.71,Maintenance
73,52,9.44,2,2.82,7.4,E195-E2,medium_haul,True,True,5.78,21.18,21.41,18.47,22.16,26.46,Refueling
137,65,9.5,1,5.59,5.62,A321,medium_haul,False,False,6.03,27.89,23.05,24.02,26.29,20.32,Maintenance
156,68,1.35,1,1.59,4.62,E195-E2,medium_haul,False,True,5.52,15.86,21.88,21.31,18.27,22.47,Refueling
154,30,2.27,1,1.73,0.7,B737-800,medium_haul,False,False,5.88,16.13,16.34,18.83,20.75,14.95,Boarding
116,35,2.16,0,5.84,7.11,A321,medium_haul,False,True,0.5,17.36,25.79,16.89,15.84,18.75,Catering
170,5,1.43,3,5.96,3.25,A321,short_haul,True,True,0.49,24.72,19.57,17.85,16.79,14.63,Maintenance
194,47,5.27,3,4.16,4.5,E195-E2,short_haul,False,True,0.64,21.85,18.28,24.21,20.5,18.02,Cleaning
152,26,9.14,0,0.23,1.98,A320neo,short_haul,False,True,1.52,9.81,16.57,22.25,22.38,18.56,Boarding
214,22,4.0,0,1.95,7.09,A321,medium_haul,False,True,0.16,11.43,27.75,19.61,21.56,19.55,Catering
120,20,3.59,2,4.92,6.9,A321,medium_haul,False,False,5.36,23.23,23.07,17.47,16.92,12.91,Maintenance
147,17,2.6,2,1.77,0.04,A321,long_haul,False,True,5.3,14.78,15.16,21.61,15.61,23.94,Refueling
