id,flight_number,aircraft_type,route,route_class,eta,gate,passenger_load,arrival_delay,gate_congestion,assistance_request,assistance_equipment_confirmed,assistance_localization_status,inventory_shortage_score,trolley_availability,service_profile,catering_complexity,turnaround_pressure,item_criticality,inventory_category,malfunction_count,malfunction_severity,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,cycles_since_install,wear_index,environmental_stress,weather_disturbance,refueling_required,cabin_report_notes,reported_components,regime,arrival_delay_regime,gate_congestion_regime,malfunction_count_regime,malfunction_severity_regime,inventory_shortage_regime,trolley_availability_regime,passenger_load_regime,assistance_readiness_regime,weather_regime
jatm-0287-assistance-readiness,JATM-0287,E195-E2,MUC -> LHR,short_haul,20:22,C01,105,2,3.88,True,True,Pending gate coordination,2.76,0.73,high_turnover,4.91,4.31,4.27,wheelchair_kit,1,0.4,seat_power_unit,15617,2.29,22.95,32.68,2189,56.04,3.61,3.38,False,['Controlled synthetic assistance readiness evaluation case.'],"['seat power unit', 'wheelchair kit']",assistance_readiness,low,low,low,low,low,high,low,confirmed,medium
jatm-0288-composite-multi-risk,JATM-0288,A320neo,OSL -> BER,long_haul,21:29,D02,174,44,6.09,True,True,Pending gate coordination,5.82,0.29,business_priority,7.95,8.83,7.98,duty_free,5,9.27,ife_display,17651,1.32,25.94,43.04,2150,61.54,7.76,3.86,True,['Controlled synthetic composite multi risk evaluation case.'],"['ife display', 'duty free']",composite_multi_risk,high,medium,high,high,medium,low,medium,confirmed,medium
jatm-0289-low-risk-routine,JATM-0289,A321,AMS -> VIE,short_haul,14:36,A03,135,3,1.51,False,False,Pending gate coordination,0.85,0.85,standard,2.19,1.59,3.82,mixed_service,1,0.6,seat_power_unit,13741,2.42,24.87,28.34,1022,26.33,0.62,0.53,True,['Controlled synthetic low risk routine evaluation case.'],"['seat power unit', 'mixed service']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0290-maintenance-heavy,JATM-0290,A320neo,CPH -> MUC,long_haul,15:43,B04,156,17,6.19,False,False,Pending gate coordination,3.3,0.78,high_turnover,4.46,5.18,3.17,beverage,5,6.4,seat_power_unit,19688,1.02,33.02,73.6,4059,76.39,6.37,2.84,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'beverage']",maintenance_heavy,medium,medium,high,medium,low,high,medium,not_required,medium
jatm-0291-inventory-heavy,JATM-0291,B737-800,FRA -> BCN,short_haul,16:50,C05,173,8,5.56,False,False,Pending gate coordination,8.24,0.3,high_turnover,6.23,8.11,6.66,meal,0,0.91,galley_chiller,14514,1.67,21.29,46.33,858,58.61,1.97,0.94,True,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'meal']",inventory_heavy,medium,medium,low,low,high,low,medium,not_required,low
jatm-0292-congestion-delay-heavy,JATM-0292,B737-800,CGN -> PMI,short_haul,17:57,D06,214,60,7.43,True,True,Pending gate coordination,5.78,0.75,standard,2.23,9.7,5.7,beverage,0,2.57,lavatory_sensor,21553,0.95,25.22,23.54,1778,22.3,4.33,4.03,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['lavatory sensor', 'beverage']",congestion_delay_heavy,high,high,low,low,medium,high,high,confirmed,medium
jatm-0293-assistance-readiness,JATM-0293,B737-800,VIE -> MUC,medium_haul,18:04,A07,170,15,3.25,True,False,Pending gate coordination,3.37,0.84,business_priority,2.06,2.76,5.61,wheelchair_kit,1,1.46,lavatory_sensor,12226,2.85,23.05,42.2,1628,39.25,4.36,1.73,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,medium,unconfirmed,low
jatm-0294-composite-multi-risk,JATM-0294,A321,ZRH -> HAM,short_haul,19:11,B08,184,60,6.53,True,False,Pending gate coordination,6.07,0.33,late_rotation,5.84,8.63,7.24,meal,3,8.58,lavatory_sensor,20044,2.95,20.99,25.7,2066,87.54,8.97,6.41,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'meal']",composite_multi_risk,high,medium,medium,high,medium,low,high,unconfirmed,high
jatm-0295-low-risk-routine,JATM-0295,E195-E2,DUB -> BER,short_haul,20:18,C09,98,2,1.6,False,False,Pending gate coordination,1.98,0.9,standard,3.16,2.72,3.49,duty_free,0,2.11,seat_power_unit,15155,0.94,22.89,28.74,797,37.77,1.69,0.1,True,['Controlled synthetic low risk routine evaluation case.'],"['seat power unit', 'duty free']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0296-maintenance-heavy,JATM-0296,B737-800,MAD -> FRA,long_haul,21:25,D10,115,15,4.79,False,False,Pending gate coordination,5.34,0.61,business_priority,2.59,3.42,2.8,duty_free,7,8.31,ife_display,10124,0.9,33.39,50.06,3663,68.77,6.5,3.25,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'duty free']",maintenance_heavy,medium,medium,high,high,medium,medium,low,not_required,medium
jatm-0297-inventory-heavy,JATM-0297,A320neo,MUC -> LHR,long_haul,14:32,A11,152,15,6.25,False,False,Pending gate coordination,8.12,0.32,late_rotation,7.24,5.8,6.49,beverage,0,2.22,galley_chiller,18011,2.83,20.37,25.48,643,56.23,3.41,1.76,True,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'beverage']",inventory_heavy,medium,medium,low,low,high,low,medium,not_required,low
jatm-0298-congestion-delay-heavy,JATM-0298,E195-E2,OSL -> BER,medium_haul,15:39,B12,150,31,6.62,False,False,Pending gate coordination,5.34,0.55,high_turnover,2.68,9.1,5.54,beverage,1,1.85,ife_display,16398,1.24,24.47,46.42,1203,55.52,2.24,7.6,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['ife display', 'beverage']",congestion_delay_heavy,high,medium,low,low,medium,medium,medium,not_required,high
jatm-0299-assistance-readiness,JATM-0299,B737-800,AMS -> VIE,short_haul,16:46,C13,150,17,3.35,True,True,Pending gate coordination,1.76,0.76,business_priority,4.62,4.9,3.14,wheelchair_kit,1,2.26,cabin_light_driver,8051,1.17,23.38,49.36,1299,48.06,1.66,2.95,True,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,medium,confirmed,medium
jatm-0300-composite-multi-risk,JATM-0300,E195-E2,CPH -> MUC,short_haul,17:53,D14,185,22,8.61,True,True,Pending gate coordination,6.56,0.21,high_turnover,7.19,7.39,7.33,duty_free,2,9.28,galley_chiller,8509,2.52,22.45,36.98,2496,93.55,5.35,2.95,True,['Controlled synthetic composite multi risk evaluation case.'],"['galley chiller', 'duty free']",composite_multi_risk,medium,high,medium,high,high,low,high,confirmed,medium
jatm-0301-low-risk-routine,JATM-0301,A321,FRA -> BCN,medium_haul,18:00,A15,137,4,1.77,False,False,Pending gate coordination,0.79,0.87,late_rotation,1.9,2.23,2.72,duty_free,1,1.84,seat_power_unit,12799,1.87,21.65,24.4,477,29.25,1.77,0.87,True,['Controlled synthetic low risk routine evaluation case.'],"['seat power unit', 'duty free']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0302-maintenance-heavy,JATM-0302,B737-800,CGN -> PMI,short_haul,19:07,B16,85,15,4.66,False,False,Pending gate coordination,4.66,0.7,business_priority,2.77,5.35,4.14,duty_free,7,9.59,seat_power_unit,18229,3.09,33.57,41.54,2484,82.94,7.02,1.67,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'duty free']",maintenance_heavy,medium,medium,high,high,medium,medium,low,not_required,low
jatm-0303-inventory-heavy,JATM-0303,E195-E2,VIE -> MUC,short_haul,20:14,C17,210,18,4.71,False,False,Pending gate coordination,8.74,0.28,business_priority,7.76,7.16,6.2,beverage,1,0.86,lavatory_sensor,10389,1.08,25.23,41.35,940,36.11,3.05,1.38,True,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'beverage']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,low
jatm-0304-congestion-delay-heavy,JATM-0304,E195-E2,ZRH -> HAM,short_haul,21:21,D18,186,29,9.73,False,False,Pending gate coordination,4.15,0.84,high_turnover,5.64,9.14,3.19,mixed_service,0,2.71,cabin_light_driver,10615,1.22,21.82,26.59,1636,39.12,2.86,6.75,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'mixed service']",congestion_delay_heavy,high,high,low,low,medium,high,high,not_required,high
jatm-0305-assistance-readiness,JATM-0305,A320neo,DUB -> BER,medium_haul,14:28,A19,117,10,4.54,True,False,Pending gate coordination,3.06,0.79,standard,4.81,5.4,2.47,wheelchair_kit,0,2.69,cabin_light_driver,16266,1.97,23.77,38.71,534,29.77,1.26,1.53,False,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,low,unconfirmed,low
jatm-0306-composite-multi-risk,JATM-0306,B737-800,MAD -> FRA,long_haul,15:35,B20,199,26,7.58,True,True,Pending gate coordination,9.1,0.54,late_rotation,6.02,8.15,9.36,beverage,5,6.79,seat_power_unit,7132,0.87,24.13,37.89,2449,68.63,5.48,4.71,True,['Controlled synthetic composite multi risk evaluation case.'],"['seat power unit', 'beverage']",composite_multi_risk,high,high,high,high,high,medium,high,confirmed,medium
jatm-0307-low-risk-routine,JATM-0307,B737-800,MUC -> LHR,short_haul,16:42,C21,111,1,1.43,False,False,Pending gate coordination,2.42,0.85,standard,1.58,3.64,2.35,duty_free,1,0.34,galley_chiller,8907,3.19,24.28,47.55,360,22.07,1.17,0.29,False,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'duty free']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0308-maintenance-heavy,JATM-0308,B737-800,OSL -> BER,short_haul,17:49,D22,140,19,5.26,False,False,Pending gate coordination,2.61,0.88,late_rotation,3.46,3.02,4.53,mixed_service,6,6.68,seat_power_unit,12252,3.08,26.14,59.45,3358,68.41,6.45,3.29,False,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'mixed service']",maintenance_heavy,medium,medium,high,high,low,high,medium,not_required,medium
jatm-0309-inventory-heavy,JATM-0309,A321,AMS -> VIE,short_haul,18:56,A01,215,12,5.39,False,False,Pending gate coordination,7.99,0.3,late_rotation,7.21,6.59,9.26,meal,1,0.94,ife_display,21165,1.47,20.25,30.89,1330,60.78,4.4,0.71,True,['Controlled synthetic inventory heavy evaluation case.'],"['ife display', 'meal']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,low
jatm-0310-congestion-delay-heavy,JATM-0310,E195-E2,CPH -> MUC,medium_haul,19:03,B02,165,63,8.32,True,False,Pending gate coordination,3.18,0.69,standard,5.72,8.09,3.3,meal,1,2.14,seat_power_unit,10824,2.62,25.61,34.89,2187,55.96,5.34,6.42,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'meal']",congestion_delay_heavy,high,high,low,low,low,medium,medium,unconfirmed,high
jatm-0311-assistance-readiness,JATM-0311,B737-800,FRA -> BCN,long_haul,20:10,C03,117,16,3.68,True,True,Pending gate coordination,1.17,0.75,business_priority,3.6,2.19,4.46,wheelchair_kit,1,0.45,galley_chiller,17358,2.24,20.91,36.07,1636,46.38,2.98,1.45,False,['Controlled synthetic assistance readiness evaluation case.'],"['galley chiller', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,low,confirmed,low
jatm-0312-composite-multi-risk,JATM-0312,B737-800,CGN -> PMI,long_haul,21:17,D04,206,49,7.15,False,False,Pending gate coordination,7.68,0.46,business_priority,9.41,9.38,5.8,wheelchair_kit,2,6.3,cabin_light_driver,12056,2.7,20.96,45.54,2420,85.04,7.55,5.77,True,['Controlled synthetic composite multi risk evaluation case.'],"['cabin light driver', 'wheelchair kit']",composite_multi_risk,high,high,medium,medium,high,medium,high,not_required,high
jatm-0313-low-risk-routine,JATM-0313,B737-800,VIE -> MUC,medium_haul,14:24,A05,134,6,3.18,False,False,Pending gate coordination,1.0,0.88,business_priority,1.76,2.84,3.23,mixed_service,1,0.76,cabin_light_driver,7086,1.19,22.74,37.35,837,37.04,0.61,0.87,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'mixed service']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0314-maintenance-heavy,JATM-0314,B737-800,ZRH -> HAM,long_haul,15:31,B06,161,12,5.53,False,False,Pending gate coordination,1.04,0.66,high_turnover,3.12,4.05,2.89,duty_free,6,6.79,seat_power_unit,6464,2.34,33.21,47.75,3685,94.3,8.72,2.37,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'duty free']",maintenance_heavy,medium,medium,high,high,low,medium,medium,not_required,medium
jatm-0315-inventory-heavy,JATM-0315,A320neo,DUB -> BER,short_haul,16:38,C07,195,22,4.15,False,False,Pending gate coordination,7.38,0.42,business_priority,7.6,5.23,6.15,mixed_service,1,1.53,lavatory_sensor,18985,3.04,22.83,34.36,715,26.03,3.95,2.47,True,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'mixed service']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,medium
jatm-0316-congestion-delay-heavy,JATM-0316,A320neo,MAD -> FRA,short_haul,17:45,D08,200,33,7.1,False,False,Pending gate coordination,5.21,0.68,late_rotation,3.77,7.87,4.8,meal,0,3.63,ife_display,11795,2.53,26.13,49.15,1103,38.35,2.73,4.18,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['ife display', 'meal']",congestion_delay_heavy,high,high,low,medium,medium,medium,high,not_required,medium
jatm-0317-assistance-readiness,JATM-0317,E195-E2,MUC -> LHR,long_haul,18:52,A09,171,0,5.96,True,True,Pending gate coordination,1.98,0.96,business_priority,5.05,2.22,3.01,wheelchair_kit,0,1.55,lavatory_sensor,12705,1.14,26.35,31.17,661,40.98,5.47,2.18,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,high,medium,confirmed,medium
jatm-0318-composite-multi-risk,JATM-0318,B737-800,OSL -> BER,medium_haul,19:59,B10,201,48,8.74,True,False,Pending gate coordination,9.43,0.54,high_turnover,5.81,9.38,8.5,beverage,6,6.4,lavatory_sensor,12530,2.47,25.33,35.91,1974,65.89,8.32,4.91,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'beverage']",composite_multi_risk,high,high,high,medium,high,medium,high,unconfirmed,medium
jatm-0319-low-risk-routine,JATM-0319,A320neo,AMS -> VIE,long_haul,20:06,C11,130,2,1.8,False,False,Pending gate coordination,0.82,0.79,standard,1.38,3.71,2.4,duty_free,0,0.91,ife_display,16433,2.59,21.33,25.27,726,21.98,2.22,0.39,True,['Controlled synthetic low risk routine evaluation case.'],"['ife display', 'duty free']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0320-maintenance-heavy,JATM-0320,E195-E2,CPH -> MUC,long_haul,21:13,D12,149,21,4.65,False,False,Pending gate coordination,2.03,0.59,business_priority,5.25,5.18,4.52,wheelchair_kit,4,9.79,galley_chiller,6726,3.01,26.35,48.01,3339,87.88,8.3,1.92,True,['Controlled synthetic maintenance heavy evaluation case.'],"['galley chiller', 'wheelchair kit']",maintenance_heavy,medium,medium,high,high,low,medium,medium,not_required,low
jatm-0321-inventory-heavy,JATM-0321,A321,FRA -> BCN,short_haul,14:20,A13,190,10,6.38,True,True,Pending gate coordination,8.98,0.33,late_rotation,8.14,5.96,6.51,meal,1,0.79,seat_power_unit,7246,2.54,20.73,31.29,2135,30.08,4.91,2.86,True,['Controlled synthetic inventory heavy evaluation case.'],"['seat power unit', 'meal']",inventory_heavy,medium,medium,low,low,high,low,high,confirmed,medium
jatm-0322-congestion-delay-heavy,JATM-0322,A320neo,CGN -> PMI,short_haul,15:27,B14,150,42,8.2,False,False,Pending gate coordination,4.53,0.65,business_priority,3.62,8.98,5.58,beverage,0,0.87,galley_chiller,19116,2.57,20.13,43.84,1707,25.26,1.21,4.07,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'beverage']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,not_required,medium
jatm-0323-assistance-readiness,JATM-0323,E195-E2,VIE -> MUC,medium_haul,16:34,C15,123,8,5.58,True,True,Pending gate coordination,1.57,0.8,late_rotation,3.52,4.79,4.58,wheelchair_kit,0,2.63,lavatory_sensor,7566,2.57,22.48,28.32,1010,22.71,4.68,2.45,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,low,confirmed,medium
jatm-0324-composite-multi-risk,JATM-0324,E195-E2,ZRH -> HAM,long_haul,17:41,D16,178,35,8.49,False,False,Pending gate coordination,7.63,0.34,late_rotation,8.57,7.33,9.35,beverage,3,9.24,galley_chiller,6461,2.69,24.81,26.05,3716,72.78,5.04,3.11,True,['Controlled synthetic composite multi risk evaluation case.'],"['galley chiller', 'beverage']",composite_multi_risk,high,high,medium,high,high,low,high,not_required,medium
jatm-0325-low-risk-routine,JATM-0325,E195-E2,DUB -> BER,long_haul,18:48,A17,113,6,1.73,False,False,Pending gate coordination,1.18,0.97,late_rotation,3.56,3.03,2.38,meal,1,1.44,galley_chiller,18337,1.09,22.81,38.24,138,12.97,1.87,0.62,True,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'meal']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0326-maintenance-heavy,JATM-0326,B737-800,MAD -> FRA,short_haul,19:55,B18,106,24,6.97,False,False,Pending gate coordination,1.15,0.73,late_rotation,2.43,2.73,4.83,wheelchair_kit,5,8.1,ife_display,9048,2.6,29.47,56.55,2322,83.01,8.5,1.95,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'wheelchair kit']",maintenance_heavy,high,medium,high,high,low,high,low,not_required,low
jatm-0327-inventory-heavy,JATM-0327,A320neo,MUC -> LHR,short_haul,20:02,C19,161,4,5.2,False,False,Pending gate coordination,7.4,0.35,late_rotation,9.04,6.54,8.79,beverage,2,2.6,cabin_light_driver,12211,1.81,24.76,38.24,886,44.77,3.7,1.19,True,['Controlled synthetic inventory heavy evaluation case.'],"['cabin light driver', 'beverage']",inventory_heavy,low,medium,medium,low,high,low,medium,not_required,low
jatm-0328-congestion-delay-heavy,JATM-0328,B737-800,OSL -> BER,medium_haul,21:09,D20,172,48,7.23,False,False,Pending gate coordination,3.35,0.76,high_turnover,5.59,8.81,2.52,duty_free,0,2.87,cabin_light_driver,17300,1.99,25.8,40.74,2136,54.08,5.38,5.05,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'duty free']",congestion_delay_heavy,high,high,low,low,low,high,medium,not_required,high
jatm-0329-assistance-readiness,JATM-0329,E195-E2,AMS -> VIE,medium_haul,14:16,A21,154,9,5.57,True,False,Pending gate coordination,2.29,0.86,standard,3.59,5.0,3.04,wheelchair_kit,0,0.73,ife_display,6742,1.08,25.69,34.21,1431,55.12,4.53,2.64,False,['Controlled synthetic assistance readiness evaluation case.'],"['ife display', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,medium,unconfirmed,medium
jatm-0330-composite-multi-risk,JATM-0330,E195-E2,CPH -> MUC,medium_haul,15:23,B22,213,49,9.04,True,True,Pending gate coordination,8.58,0.24,business_priority,6.59,9.33,7.71,beverage,3,7.36,seat_power_unit,8924,2.12,23.15,23.52,2910,79.78,6.71,3.54,True,['Controlled synthetic composite multi risk evaluation case.'],"['seat power unit', 'beverage']",composite_multi_risk,high,high,medium,high,high,low,high,confirmed,medium
jatm-0331-low-risk-routine,JATM-0331,B737-800,FRA -> BCN,short_haul,16:30,C01,97,1,2.23,False,False,Pending gate coordination,1.95,0.92,late_rotation,2.42,1.95,2.85,mixed_service,0,1.6,lavatory_sensor,16986,2.5,23.68,30.84,1156,34.14,1.15,0.88,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'mixed service']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0332-maintenance-heavy,JATM-0332,A320neo,CGN -> PMI,short_haul,17:37,D02,121,12,4.81,False,False,Pending gate coordination,5.48,0.6,standard,4.74,2.41,4.85,wheelchair_kit,6,9.5,seat_power_unit,8890,2.26,30.12,39.42,3891,92.93,6.44,3.33,False,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",maintenance_heavy,medium,medium,high,high,medium,medium,low,not_required,medium
jatm-0333-inventory-heavy,JATM-0333,E195-E2,VIE -> MUC,medium_haul,18:44,A03,204,16,6.28,True,True,Pending gate coordination,8.1,0.31,late_rotation,8.43,5.23,8.81,beverage,1,3.48,seat_power_unit,19285,2.24,23.74,39.85,541,34.54,1.4,0.23,True,['Controlled synthetic inventory heavy evaluation case.'],"['seat power unit', 'beverage']",inventory_heavy,medium,medium,low,low,high,low,high,confirmed,low
jatm-0334-congestion-delay-heavy,JATM-0334,B737-800,ZRH -> HAM,short_haul,19:51,B04,155,69,7.12,False,False,Pending gate coordination,4.25,0.54,high_turnover,3.5,8.32,5.42,duty_free,1,2.69,cabin_light_driver,12270,0.84,24.16,29.15,1845,24.15,3.4,7.18,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'duty free']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,not_required,high
jatm-0335-assistance-readiness,JATM-0335,A320neo,DUB -> BER,long_haul,20:58,C05,127,7,4.57,True,False,Pending gate coordination,3.64,0.91,late_rotation,3.91,3.49,3.77,wheelchair_kit,1,0.25,seat_power_unit,16034,1.83,25.8,42.42,324,26.37,2.9,0.17,True,['Controlled synthetic assistance readiness evaluation case.'],"['seat power unit', 'wheelchair kit']",assistance_readiness,low,medium,low,low,medium,high,low,unconfirmed,low
jatm-0336-composite-multi-risk,JATM-0336,A320neo,MAD -> FRA,short_haul,21:05,D06,181,46,9.63,True,True,Pending gate coordination,8.15,0.57,high_turnover,6.2,8.64,9.25,wheelchair_kit,6,7.85,lavatory_sensor,16605,1.59,24.14,34.44,2126,74.02,6.32,5.93,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'wheelchair kit']",composite_multi_risk,high,high,high,high,high,medium,high,confirmed,high
jatm-0337-low-risk-routine,JATM-0337,A320neo,MUC -> LHR,long_haul,14:12,A07,96,4,2.19,False,False,Pending gate coordination,1.59,0.85,business_priority,3.3,1.71,1.79,meal,0,1.04,lavatory_sensor,7253,1.35,22.31,22.39,661,15.27,1.94,0.08,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'meal']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0338-maintenance-heavy,JATM-0338,A320neo,OSL -> BER,short_haul,15:19,B08,138,8,4.08,False,False,Pending gate coordination,1.78,0.65,standard,5.0,4.63,2.4,duty_free,4,9.49,ife_display,11856,1.89,26.87,65.52,3707,88.1,5.79,3.25,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'duty free']",maintenance_heavy,medium,medium,high,high,low,medium,medium,not_required,medium
jatm-0339-inventory-heavy,JATM-0339,A320neo,AMS -> VIE,short_haul,16:26,C09,199,18,4.24,False,False,Pending gate coordination,7.57,0.25,high_turnover,7.2,6.41,8.89,beverage,2,1.21,lavatory_sensor,15546,2.2,23.88,26.48,1709,40.43,4.45,1.1,True,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'beverage']",inventory_heavy,medium,medium,medium,low,high,low,high,not_required,low
jatm-0340-congestion-delay-heavy,JATM-0340,B737-800,CPH -> MUC,short_haul,17:33,D10,146,62,7.58,False,False,Pending gate coordination,4.79,0.49,high_turnover,2.14,9.05,2.89,wheelchair_kit,0,1.57,galley_chiller,14230,1.01,24.69,45.67,405,51.97,4.44,6.87,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,not_required,high
jatm-0341-assistance-readiness,JATM-0341,E195-E2,FRA -> BCN,medium_haul,18:40,A11,105,9,5.79,True,False,Pending gate coordination,2.27,0.81,business_priority,5.35,3.59,3.87,wheelchair_kit,1,1.33,cabin_light_driver,15155,2.74,24.89,22.01,446,42.33,3.66,0.46,True,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,low,unconfirmed,low
jatm-0342-composite-multi-risk,JATM-0342,A320neo,CGN -> PMI,medium_haul,19:47,B12,210,22,6.87,False,False,Pending gate coordination,8.16,0.5,late_rotation,6.1,9.24,7.67,wheelchair_kit,2,8.42,cabin_light_driver,21305,1.61,24.03,35.02,2636,73.66,9.23,5.36,True,['Controlled synthetic composite multi risk evaluation case.'],"['cabin light driver', 'wheelchair kit']",composite_multi_risk,medium,medium,medium,high,high,medium,high,not_required,high
jatm-0343-low-risk-routine,JATM-0343,B737-800,VIE -> MUC,medium_haul,20:54,C13,117,6,2.36,False,False,Pending gate coordination,2.76,0.89,business_priority,2.69,2.6,3.26,beverage,1,2.16,cabin_light_driver,18502,2.22,23.9,24.88,462,32.97,0.99,0.59,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'beverage']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0344-maintenance-heavy,JATM-0344,E195-E2,ZRH -> HAM,medium_haul,21:01,D14,114,7,6.21,False,False,Pending gate coordination,5.39,0.66,high_turnover,5.07,3.9,4.93,meal,6,8.32,seat_power_unit,16189,2.26,27.42,52.33,2520,69.18,8.36,0.67,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'meal']",maintenance_heavy,low,medium,high,high,medium,medium,low,not_required,low
jatm-0345-inventory-heavy,JATM-0345,A321,DUB -> BER,medium_haul,14:08,A15,174,8,5.06,False,False,Pending gate coordination,9.51,0.32,high_turnover,7.21,7.89,7.23,mixed_service,2,2.47,galley_chiller,7955,1.71,24.23,29.98,371,26.43,2.93,2.98,False,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'mixed service']",inventory_heavy,medium,medium,medium,low,high,low,medium,not_required,medium
jatm-0346-congestion-delay-heavy,JATM-0346,A321,MAD -> FRA,short_haul,15:15,B16,162,44,9.56,True,True,Pending gate coordination,5.43,0.58,business_priority,5.51,8.31,2.22,wheelchair_kit,1,2.06,cabin_light_driver,15359,2.71,21.03,26.3,2128,55.26,2.8,3.14,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,confirmed,medium
jatm-0347-assistance-readiness,JATM-0347,B737-800,MUC -> LHR,short_haul,16:22,C17,138,6,3.55,True,False,Pending gate coordination,2.23,0.8,standard,4.64,3.24,5.59,wheelchair_kit,1,2.58,seat_power_unit,16843,1.57,22.64,48.5,816,37.33,1.35,0.34,True,['Controlled synthetic assistance readiness evaluation case.'],"['seat power unit', 'wheelchair kit']",assistance_readiness,low,low,low,low,low,high,medium,unconfirmed,low
jatm-0348-composite-multi-risk,JATM-0348,B737-800,OSL -> BER,short_haul,17:29,D18,183,55,6.58,True,False,Pending gate coordination,7.05,0.32,late_rotation,7.07,6.5,6.02,duty_free,2,5.33,lavatory_sensor,8011,1.31,22.38,23.92,3263,75.31,4.87,5.33,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'duty free']",composite_multi_risk,high,medium,medium,medium,high,low,high,unconfirmed,high
