scenario_id,flight_number,regime,readiness_score,criticality_score,alert_level,at_risk,assistance_request,assistance_equipment_confirmed,assistance_readiness_state,action_queue_size,p1_action_count,p2_action_count,top_action_category,maintenance_failure_probability,maintenance_urgency,maintenance_remaining_flights,inventory_shortage_risk,inventory_risk_level,bottleneck_dominant,bottleneck_confidence,expected_delay_risk_min,expected_benefit_min,proactive_vs_reactive_delta_min,bottleneck_prob_maintenance,bottleneck_prob_catering,bottleneck_prob_cleaning,bottleneck_prob_boarding,bottleneck_prob_refueling,action_count_maintenance,action_count_inventory_catering,action_count_assistance,action_count_gate_turnaround,action_count_occ_coordination,action_count_boarding,action_count_refueling,action_count_cleaning,action_count_operator_oversight
jatm-0263-assistance-readiness,JATM-0263,assistance_readiness,65.1,49.5,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.198,OK,45,0.373,LOW,Boarding,0.711,12.6,5.7,6.9,0.001,0.015,0.273,0.711,0.001,0,0,1,1,1,0,0,0,1
jatm-0264-composite-multi-risk,JATM-0264,composite_multi_risk,12.2,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.906,CRITICAL,0,0.878,HIGH,Maintenance,0.911,22.6,8.6,9.8,0.911,0.088,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0265-low-risk-routine,JATM-0265,low_risk_routine,81.0,29.7,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.213,OK,48,0.194,LOW,Boarding,0.509,9.6,3.7,4.9,0.009,0.031,0.447,0.509,0.004,0,0,0,1,0,0,0,0,1
jatm-0266-maintenance-heavy,JATM-0266,maintenance_heavy,24.2,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.744,CRITICAL,5,0.356,LOW,Maintenance,0.997,19.6,7.1,8.3,0.997,0.0,0.001,0.001,0.001,2,0,0,1,1,0,0,0,1
jatm-0267-inventory-heavy,JATM-0267,inventory_heavy,59.8,62.6,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.234,OK,44,0.841,HIGH,Catering,0.994,17.3,6.9,8.1,0.0,0.994,0.004,0.002,0.0,0,2,0,0,1,0,0,0,1
jatm-0268-congestion-delay-heavy,JATM-0268,congestion_delay_heavy,45.1,72.3,Priority,True,True,True,confirmed,5,0,3,Inventory/Catering,0.252,OK,42,0.746,ELEVATED,Boarding,0.646,16.6,5.6,6.8,0.0,0.021,0.026,0.646,0.307,0,1,0,2,1,0,0,0,1
jatm-0269-assistance-readiness,JATM-0269,assistance_readiness,65.4,51.2,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.328,OK,34,0.267,LOW,Boarding,0.804,13.4,6.1,7.3,0.0,0.029,0.167,0.804,0.001,0,0,1,1,1,0,0,0,1
jatm-0270-composite-multi-risk,JATM-0270,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.677,CRITICAL,10,0.88,HIGH,Maintenance,1.0,23.7,8.2,9.4,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0271-low-risk-routine,JATM-0271,low_risk_routine,79.9,31.8,Routine,False,False,False,not_required,2,0,0,Cleaning,0.19,OK,43,0.237,LOW,Cleaning,0.58,10.1,4.0,5.2,0.001,0.107,0.58,0.262,0.05,0,0,0,0,0,0,0,1,1
jatm-0272-maintenance-heavy,JATM-0272,maintenance_heavy,25.8,99.8,Critical,True,False,False,not_required,5,2,2,Maintenance,0.834,CRITICAL,3,0.325,LOW,Maintenance,1.0,19.8,7.3,8.5,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0273-inventory-heavy,JATM-0273,inventory_heavy,51.1,73.4,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.391,PLAN,32,0.873,HIGH,Catering,0.982,18.5,7.3,8.5,0.0,0.982,0.006,0.006,0.005,0,2,0,0,1,0,0,0,1
jatm-0274-congestion-delay-heavy,JATM-0274,congestion_delay_heavy,43.5,74.6,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.334,OK,40,0.779,HIGH,Boarding,0.605,17.3,5.8,7.0,0.0,0.045,0.341,0.605,0.009,0,1,0,3,1,0,0,0,1
jatm-0275-assistance-readiness,JATM-0275,assistance_readiness,71.1,44.9,Watch,False,True,True,confirmed,3,0,1,OCC coordination,0.262,OK,39,0.336,LOW,Boarding,0.779,13.3,5.1,6.3,0.0,0.082,0.061,0.779,0.077,0,0,0,1,1,0,0,0,1
jatm-0276-composite-multi-risk,JATM-0276,composite_multi_risk,7.5,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.717,CRITICAL,8,0.874,HIGH,Maintenance,0.831,21.2,7.8,9.0,0.831,0.139,0.006,0.023,0.001,2,1,0,1,1,0,0,0,1
jatm-0277-low-risk-routine,JATM-0277,low_risk_routine,82.6,26.3,Routine,False,False,False,not_required,2,0,0,Cleaning,0.2,OK,50,0.265,LOW,Cleaning,0.341,8.3,3.4,4.6,0.001,0.024,0.341,0.311,0.324,0,0,0,0,0,0,0,1,1
jatm-0278-maintenance-heavy,JATM-0278,maintenance_heavy,28.8,96.1,Critical,True,False,False,not_required,5,1,3,Maintenance,0.81,CRITICAL,5,0.266,LOW,Maintenance,1.0,19.1,7.1,8.3,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0279-inventory-heavy,JATM-0279,inventory_heavy,55.4,67.9,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.277,OK,41,0.877,HIGH,Catering,0.997,18.3,7.1,8.3,0.0,0.997,0.002,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0280-congestion-delay-heavy,JATM-0280,congestion_delay_heavy,41.2,77.4,Priority,True,False,False,not_required,5,2,1,Inventory/Catering,0.295,OK,38,0.867,HIGH,Refueling,0.631,16.9,6.0,7.2,0.001,0.005,0.115,0.248,0.631,0,1,0,1,1,0,1,0,1
jatm-0281-assistance-readiness,JATM-0281,assistance_readiness,78.2,34.4,Routine,False,True,True,confirmed,3,0,1,Inventory/Catering,0.168,OK,45,0.485,ELEVATED,Boarding,0.51,10.8,4.3,5.5,0.002,0.316,0.143,0.51,0.029,0,1,0,1,0,0,0,0,1
jatm-0282-composite-multi-risk,JATM-0282,composite_multi_risk,12.1,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.716,CRITICAL,5,0.87,HIGH,Maintenance,0.989,21.6,8.3,9.5,0.989,0.008,0.0,0.002,0.001,2,1,0,1,1,0,0,0,1
jatm-0283-low-risk-routine,JATM-0283,low_risk_routine,82.7,28.8,Routine,False,False,False,not_required,2,0,0,Refueling,0.17,OK,50,0.216,LOW,Refueling,0.594,9.8,3.9,5.1,0.016,0.061,0.184,0.145,0.594,0,0,0,0,0,0,1,0,1
jatm-0284-maintenance-heavy,JATM-0284,maintenance_heavy,21.7,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.848,CRITICAL,0,0.351,LOW,Maintenance,1.0,20.2,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0285-inventory-heavy,JATM-0285,inventory_heavy,51.4,72.5,Priority,True,False,False,not_required,5,2,2,Inventory/Catering,0.332,OK,38,0.874,HIGH,Catering,0.998,18.9,7.2,8.4,0.0,0.998,0.001,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0286-congestion-delay-heavy,JATM-0286,congestion_delay_heavy,49.2,66.0,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.19,OK,46,0.799,HIGH,Cleaning,0.507,16.3,5.1,6.3,0.0,0.063,0.507,0.319,0.111,0,1,0,1,1,0,0,1,1
jatm-0287-assistance-readiness,JATM-0287,assistance_readiness,72.4,45.9,Watch,False,True,True,confirmed,3,0,1,OCC coordination,0.316,OK,35,0.331,LOW,Boarding,0.912,14.2,5.6,6.8,0.0,0.025,0.057,0.912,0.004,0,0,0,1,1,0,0,0,1
jatm-0288-composite-multi-risk,JATM-0288,composite_multi_risk,5.5,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.793,CRITICAL,7,0.88,HIGH,Maintenance,1.0,23.6,8.5,9.7,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0289-low-risk-routine,JATM-0289,low_risk_routine,83.5,26.7,Routine,False,False,False,not_required,2,0,0,Cleaning,0.159,OK,51,0.164,LOW,Cleaning,0.54,9.2,3.6,4.8,0.001,0.012,0.54,0.261,0.187,0,0,0,0,0,0,0,1,1
jatm-0290-maintenance-heavy,JATM-0290,maintenance_heavy,25.4,100.0,Critical,True,False,False,not_required,6,1,4,Maintenance,0.933,CRITICAL,0,0.541,ELEVATED,Maintenance,1.0,21.3,8.1,9.3,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0291-inventory-heavy,JATM-0291,inventory_heavy,58.0,65.2,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.272,OK,44,0.878,HIGH,Catering,0.991,17.7,7.0,8.2,0.0,0.991,0.004,0.005,0.0,0,2,0,0,1,0,0,0,1
jatm-0292-congestion-delay-heavy,JATM-0292,congestion_delay_heavy,33.1,87.3,Critical,True,True,True,confirmed,6,2,2,Inventory/Catering,0.292,PLAN,34,0.791,HIGH,Boarding,0.813,19.0,6.3,7.5,0.0,0.041,0.121,0.813,0.024,0,1,0,3,1,0,0,0,1
jatm-0293-assistance-readiness,JATM-0293,assistance_readiness,65.5,48.4,Watch,True,True,False,unconfirmed,6,1,3,Assistance,0.276,OK,39,0.266,LOW,Boarding,0.651,12.2,5.4,6.6,0.0,0.06,0.267,0.651,0.022,0,0,1,3,1,0,0,0,1
jatm-0294-composite-multi-risk,JATM-0294,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.641,CRITICAL,8,0.879,HIGH,Maintenance,1.0,23.5,9.0,10.2,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0295-low-risk-routine,JATM-0295,low_risk_routine,85.0,24.0,Routine,False,False,False,not_required,2,0,0,Cleaning,0.149,OK,49,0.205,LOW,Cleaning,0.423,8.3,3.3,4.5,0.01,0.084,0.423,0.269,0.213,0,0,0,0,0,0,0,1,1
jatm-0296-maintenance-heavy,JATM-0296,maintenance_heavy,27.7,100.0,Critical,True,False,False,not_required,6,1,4,Maintenance,0.933,CRITICAL,0,0.545,ELEVATED,Maintenance,1.0,21.2,8.1,9.3,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0297-inventory-heavy,JATM-0297,inventory_heavy,55.7,67.0,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.229,OK,44,0.878,HIGH,Catering,0.994,17.8,6.9,8.1,0.0,0.994,0.002,0.003,0.0,0,2,0,1,1,0,0,0,1
jatm-0298-congestion-delay-heavy,JATM-0298,congestion_delay_heavy,57.4,57.7,Watch,True,False,False,not_required,5,1,3,Inventory/Catering,0.302,OK,39,0.851,HIGH,Catering,0.361,13.9,5.1,6.3,0.003,0.361,0.233,0.34,0.062,0,2,0,1,1,0,0,0,1
jatm-0299-assistance-readiness,JATM-0299,assistance_readiness,72.9,41.6,Watch,False,True,True,confirmed,4,0,2,Gate/Turnaround,0.273,OK,42,0.325,LOW,Boarding,0.668,12.8,4.7,5.9,0.005,0.005,0.152,0.668,0.17,0,0,0,2,1,0,0,0,1
jatm-0300-composite-multi-risk,JATM-0300,composite_multi_risk,12.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.807,CRITICAL,0,0.878,HIGH,Maintenance,0.999,22.4,8.6,9.8,0.999,0.0,0.0,0.001,0.0,2,1,0,1,1,0,0,0,1
jatm-0301-low-risk-routine,JATM-0301,low_risk_routine,81.9,29.1,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.122,OK,49,0.166,LOW,Cleaning,0.635,9.8,3.8,5.0,0.006,0.011,0.635,0.207,0.14,0,0,0,0,1,0,0,1,1
jatm-0302-maintenance-heavy,JATM-0302,maintenance_heavy,30.3,96.1,Critical,True,False,False,not_required,5,1,3,Maintenance,0.859,CRITICAL,7,0.388,LOW,Maintenance,1.0,19.9,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0303-inventory-heavy,JATM-0303,inventory_heavy,57.2,64.8,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.175,OK,47,0.876,HIGH,Catering,0.991,17.5,6.8,8.0,0.0,0.991,0.006,0.004,0.0,0,2,0,1,1,0,0,0,1
jatm-0304-congestion-delay-heavy,JATM-0304,congestion_delay_heavy,53.7,62.4,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.238,OK,39,0.633,ELEVATED,Refueling,0.627,14.4,5.2,6.4,0.0,0.014,0.049,0.309,0.627,0,1,0,1,1,0,1,0,1
jatm-0305-assistance-readiness,JATM-0305,assistance_readiness,62.3,53.7,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.147,OK,48,0.338,LOW,Boarding,0.885,13.3,6.0,7.2,0.001,0.043,0.07,0.885,0.0,0,0,1,1,1,0,0,0,1
jatm-0306-composite-multi-risk,JATM-0306,composite_multi_risk,12.7,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.733,CRITICAL,8,0.877,HIGH,Maintenance,0.967,21.8,8.3,9.5,0.967,0.032,0.0,0.001,0.0,2,1,0,1,1,0,0,0,1
jatm-0307-low-risk-routine,JATM-0307,low_risk_routine,83.5,27.3,Routine,False,False,False,not_required,2,0,0,Cleaning,0.162,OK,55,0.209,LOW,Cleaning,0.552,9.5,3.8,5.0,0.001,0.129,0.552,0.316,0.002,0,0,0,0,0,0,0,1,1
jatm-0308-maintenance-heavy,JATM-0308,maintenance_heavy,29.7,95.7,Critical,True,False,False,not_required,5,1,3,Maintenance,0.866,CRITICAL,2,0.247,LOW,Maintenance,1.0,19.5,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0309-inventory-heavy,JATM-0309,inventory_heavy,57.3,65.9,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.285,OK,40,0.878,HIGH,Catering,0.976,17.9,7.0,8.2,0.0,0.976,0.012,0.013,0.0,0,2,0,0,1,0,0,0,1
jatm-0310-congestion-delay-heavy,JATM-0310,congestion_delay_heavy,24.2,95.4,Critical,True,True,False,unconfirmed,6,3,1,Inventory/Catering,0.378,PLAN,30,0.789,HIGH,Boarding,0.672,18.6,7.0,8.2,0.0,0.001,0.063,0.672,0.264,0,1,1,2,1,0,0,0,1
jatm-0311-assistance-readiness,JATM-0311,assistance_readiness,70.5,46.5,Watch,False,True,True,confirmed,4,0,2,Gate/Turnaround,0.345,OK,39,0.307,LOW,Boarding,0.8,14.2,5.3,6.5,0.0,0.004,0.196,0.8,0.0,0,0,0,2,1,0,0,0,1
jatm-0312-composite-multi-risk,JATM-0312,composite_multi_risk,29.2,91.6,Critical,True,False,False,not_required,6,1,4,Inventory/Catering,0.644,SOON,11,0.879,HIGH,Maintenance,0.465,18.4,6.5,7.7,0.465,0.45,0.052,0.018,0.015,2,1,0,1,1,0,0,0,1
jatm-0313-low-risk-routine,JATM-0313,low_risk_routine,79.9,31.0,Routine,False,False,False,not_required,2,0,0,Cleaning,0.155,OK,52,0.175,LOW,Cleaning,0.588,9.8,3.8,5.0,0.0,0.013,0.588,0.303,0.096,0,0,0,0,0,0,0,1,1
jatm-0314-maintenance-heavy,JATM-0314,maintenance_heavy,27.7,100.0,Critical,True,False,False,not_required,5,1,3,Maintenance,0.905,CRITICAL,0,0.556,ELEVATED,Maintenance,1.0,20.9,8.1,9.3,1.0,0.0,0.0,0.0,0.0,2,1,0,0,1,0,0,0,1
jatm-0315-inventory-heavy,JATM-0315,inventory_heavy,54.6,66.4,Priority,True,False,False,not_required,5,2,2,Inventory/Catering,0.16,OK,48,0.817,HIGH,Catering,0.961,17.1,6.5,7.7,0.0,0.961,0.022,0.014,0.003,0,2,0,1,1,0,0,0,1
jatm-0316-congestion-delay-heavy,JATM-0316,congestion_delay_heavy,56.1,59.1,Watch,True,False,False,not_required,6,1,3,Inventory/Catering,0.321,OK,36,0.802,HIGH,Boarding,0.38,14.1,5.1,6.3,0.002,0.271,0.21,0.38,0.137,0,1,0,3,1,0,0,0,1
jatm-0317-assistance-readiness,JATM-0317,assistance_readiness,72.9,42.4,Watch,False,True,True,confirmed,4,0,2,OCC coordination,0.132,OK,50,0.271,LOW,Boarding,0.889,12.3,4.9,6.1,0.0,0.01,0.095,0.889,0.006,0,0,0,2,1,0,0,0,1
jatm-0318-composite-multi-risk,JATM-0318,composite_multi_risk,7.8,100.0,Critical,True,True,False,unconfirmed,7,3,3,Inventory/Catering,0.653,SOON,13,0.871,HIGH,Maintenance,0.991,22.8,9.0,10.2,0.991,0.008,0.0,0.001,0.0,2,1,1,1,1,0,0,0,1
jatm-0319-low-risk-routine,JATM-0319,low_risk_routine,79.1,34.7,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.142,OK,51,0.341,LOW,Cleaning,0.722,11.4,4.6,5.8,0.0,0.035,0.722,0.21,0.032,0,0,0,0,1,0,0,1,1
jatm-0320-maintenance-heavy,JATM-0320,maintenance_heavy,21.0,100.0,Critical,True,False,False,not_required,6,2,3,Maintenance,0.908,CRITICAL,0,0.731,ELEVATED,Maintenance,1.0,22.4,8.5,9.7,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0321-inventory-heavy,JATM-0321,inventory_heavy,56.8,66.1,Priority,True,True,True,confirmed,5,1,3,Inventory/Catering,0.276,OK,36,0.874,HIGH,Catering,0.968,17.6,7.0,8.2,0.0,0.968,0.002,0.029,0.001,0,2,0,1,1,0,0,0,1
jatm-0322-congestion-delay-heavy,JATM-0322,congestion_delay_heavy,49.5,66.9,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.342,OK,40,0.787,HIGH,Boarding,0.457,15.3,5.4,6.6,0.0,0.063,0.107,0.457,0.373,0,1,0,2,1,0,0,0,1
jatm-0323-assistance-readiness,JATM-0323,assistance_readiness,71.4,43.7,Watch,False,True,True,confirmed,3,0,1,OCC coordination,0.138,OK,45,0.289,LOW,Boarding,0.863,12.7,4.9,6.1,0.001,0.004,0.06,0.863,0.072,0,0,0,1,1,0,0,0,1
jatm-0324-composite-multi-risk,JATM-0324,composite_multi_risk,5.7,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.897,CRITICAL,0,0.879,HIGH,Maintenance,0.999,23.8,8.8,10.0,0.999,0.001,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0325-low-risk-routine,JATM-0325,low_risk_routine,79.2,33.9,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.139,OK,52,0.234,LOW,Cleaning,0.733,11.2,4.3,5.5,0.002,0.034,0.733,0.178,0.052,0,0,0,0,1,0,0,1,1
jatm-0326-maintenance-heavy,JATM-0326,maintenance_heavy,23.2,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.806,CRITICAL,6,0.239,LOW,Maintenance,1.0,19.3,7.0,8.2,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0327-inventory-heavy,JATM-0327,inventory_heavy,60.1,62.4,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.23,OK,42,0.869,HIGH,Catering,0.982,17.0,6.9,8.1,0.001,0.982,0.006,0.011,0.001,0,2,0,0,1,0,0,0,1
jatm-0328-congestion-delay-heavy,JATM-0328,congestion_delay_heavy,45.8,70.2,Priority,True,False,False,not_required,5,0,3,Inventory/Catering,0.402,PLAN,30,0.692,ELEVATED,Refueling,0.431,15.4,5.2,6.4,0.001,0.011,0.294,0.264,0.431,0,1,0,1,1,0,1,0,1
jatm-0329-assistance-readiness,JATM-0329,assistance_readiness,60.7,56.3,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.239,OK,44,0.261,LOW,Boarding,0.925,13.8,6.2,7.4,0.0,0.006,0.068,0.925,0.0,0,0,1,1,1,0,0,0,1
jatm-0330-composite-multi-risk,JATM-0330,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.727,CRITICAL,2,0.88,HIGH,Maintenance,0.845,22.2,7.9,9.1,0.845,0.103,0.005,0.047,0.0,2,1,0,1,1,0,0,0,1
jatm-0331-low-risk-routine,JATM-0331,low_risk_routine,84.3,24.9,Routine,False,False,False,not_required,2,0,0,Refueling,0.186,OK,46,0.168,LOW,Refueling,0.436,8.5,3.4,4.6,0.004,0.056,0.286,0.217,0.436,0,0,0,0,0,0,1,0,1
jatm-0332-maintenance-heavy,JATM-0332,maintenance_heavy,30.0,97.5,Critical,True,False,False,not_required,4,1,2,Maintenance,0.934,CRITICAL,0,0.407,LOW,Maintenance,1.0,20.4,7.8,9.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0333-inventory-heavy,JATM-0333,inventory_heavy,56.8,64.5,Priority,True,True,True,confirmed,5,1,3,Inventory/Catering,0.198,OK,44,0.871,HIGH,Catering,0.917,17.0,6.6,7.8,0.0,0.917,0.01,0.073,0.0,0,2,0,1,1,0,0,0,1
jatm-0334-congestion-delay-heavy,JATM-0334,congestion_delay_heavy,47.9,68.3,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.299,OK,37,0.819,HIGH,Boarding,0.468,16.9,5.4,6.6,0.009,0.016,0.418,0.468,0.088,0,1,0,2,1,0,0,0,1
jatm-0335-assistance-readiness,JATM-0335,assistance_readiness,65.5,48.0,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.119,OK,55,0.338,LOW,Boarding,0.725,11.6,5.4,6.6,0.0,0.173,0.097,0.725,0.005,0,0,1,1,1,0,0,0,1
jatm-0336-composite-multi-risk,JATM-0336,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.738,CRITICAL,7,0.83,HIGH,Maintenance,1.0,23.1,8.3,9.5,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0337-low-risk-routine,JATM-0337,low_risk_routine,81.7,28.8,Routine,False,False,False,not_required,2,0,0,Cleaning,0.098,OK,55,0.245,LOW,Cleaning,0.567,9.5,3.7,4.9,0.0,0.111,0.567,0.251,0.071,0,0,0,0,0,0,0,1,1
jatm-0338-maintenance-heavy,JATM-0338,maintenance_heavy,31.9,95.6,Critical,True,False,False,not_required,4,1,2,Maintenance,0.936,CRITICAL,0,0.409,LOW,Maintenance,1.0,20.2,7.8,9.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0339-inventory-heavy,JATM-0339,inventory_heavy,56.9,66.3,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.299,OK,36,0.875,HIGH,Catering,0.972,18.3,7.1,8.3,0.0,0.972,0.016,0.011,0.001,0,2,0,1,1,0,0,0,1
jatm-0340-congestion-delay-heavy,JATM-0340,congestion_delay_heavy,38.5,82.9,Critical,True,False,False,not_required,5,2,1,Inventory/Catering,0.215,OK,48,0.838,HIGH,Refueling,0.928,19.8,6.6,7.8,0.0,0.005,0.027,0.041,0.928,0,1,0,1,1,0,1,0,1
jatm-0341-assistance-readiness,JATM-0341,assistance_readiness,61.4,54.2,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.106,OK,52,0.286,LOW,Boarding,0.925,13.0,5.9,7.1,0.0,0.008,0.049,0.925,0.017,0,0,1,1,1,0,0,0,1
jatm-0342-composite-multi-risk,JATM-0342,composite_multi_risk,15.1,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.728,CRITICAL,8,0.874,HIGH,Maintenance,0.981,21.7,8.3,9.5,0.981,0.018,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0343-low-risk-routine,JATM-0343,low_risk_routine,81.7,28.4,Routine,False,False,False,not_required,2,0,0,Cleaning,0.138,OK,50,0.215,LOW,Cleaning,0.514,9.3,3.6,4.8,0.015,0.155,0.514,0.195,0.12,0,0,0,0,0,0,0,1,1
jatm-0344-maintenance-heavy,JATM-0344,maintenance_heavy,30.7,95.1,Critical,True,False,False,not_required,5,1,3,Maintenance,0.788,CRITICAL,6,0.417,LOW,Maintenance,1.0,19.1,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0345-inventory-heavy,JATM-0345,inventory_heavy,59.2,63.2,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.2,OK,44,0.877,HIGH,Catering,0.998,17.2,6.9,8.1,0.0,0.998,0.001,0.001,0.0,0,2,0,0,1,0,0,0,1
jatm-0346-congestion-delay-heavy,JATM-0346,congestion_delay_heavy,30.4,92.0,Critical,True,True,True,confirmed,5,2,1,Inventory/Catering,0.34,PLAN,32,0.776,HIGH,Boarding,0.928,19.3,6.8,8.0,0.0,0.018,0.019,0.928,0.034,0,1,0,2,1,0,0,0,1
jatm-0347-assistance-readiness,JATM-0347,assistance_readiness,65.1,50.9,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.229,OK,45,0.293,LOW,Boarding,0.833,13.0,5.9,7.1,0.007,0.015,0.12,0.833,0.025,0,0,1,1,1,0,0,0,1
jatm-0348-composite-multi-risk,JATM-0348,composite_multi_risk,5.6,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.711,CRITICAL,4,0.871,HIGH,Maintenance,0.452,19.1,7.5,8.7,0.452,0.15,0.046,0.251,0.102,2,1,1,1,1,0,0,0,1
jatm-0349-low-risk-routine,JATM-0349,low_risk_routine,78.4,34.8,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.187,OK,46,0.234,LOW,Cleaning,0.7,11.2,4.4,5.6,0.002,0.038,0.7,0.239,0.021,0,0,0,0,1,0,0,1,1
jatm-0350-maintenance-heavy,JATM-0350,maintenance_heavy,11.4,100.0,Critical,True,True,False,unconfirmed,6,3,2,Maintenance,0.963,CRITICAL,0,0.422,LOW,Maintenance,1.0,21.6,8.8,10.0,1.0,0.0,0.0,0.0,0.0,2,0,1,1,1,0,0,0,1
jatm-0351-inventory-heavy,JATM-0351,inventory_heavy,58.4,64.7,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.253,OK,42,0.879,HIGH,Catering,0.999,18.0,7.0,8.2,0.0,0.999,0.001,0.0,0.0,0,2,0,1,1,0,0,0,1
jatm-0352-congestion-delay-heavy,JATM-0352,congestion_delay_heavy,52.5,62.3,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.186,OK,45,0.873,HIGH,Refueling,0.431,14.2,5.1,6.3,0.0,0.262,0.152,0.155,0.431,0,1,0,1,1,0,1,0,1
jatm-0353-assistance-readiness,JATM-0353,assistance_readiness,77.4,37.3,Routine,False,True,True,confirmed,4,0,2,OCC coordination,0.242,OK,49,0.302,LOW,Boarding,0.717,11.9,4.7,5.9,0.0,0.063,0.187,0.717,0.033,0,0,0,2,1,0,0,0,1
jatm-0354-composite-multi-risk,JATM-0354,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.847,CRITICAL,0,0.872,HIGH,Maintenance,0.999,24.5,8.7,9.9,0.999,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0355-low-risk-routine,JATM-0355,low_risk_routine,83.2,26.5,Routine,False,False,False,not_required,2,0,0,Cleaning,0.092,OK,57,0.229,LOW,Cleaning,0.514,8.9,3.5,4.7,0.0,0.039,0.514,0.271,0.176,0,0,0,0,0,0,0,1,1
