scenario_id,regime,configuration,readiness_score,readiness_delta_from_full,alert_level,action_queue_size,critical_case,priority_case,top_action_category,full_top_action_category,top_action_changed
jatm-0090-composite-multi-risk,composite_multi_risk,full_system,8.9,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0090-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,46.8,37.9,Priority,4,False,True,Inventory/Catering,Maintenance,True
jatm-0090-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,21.0,12.1,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0090-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,23.1,14.2,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0090-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,8.9,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0091-low-risk-routine,low_risk_routine,full_system,80.6,0.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0091-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,82.1,1.5,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0091-low-risk-routine,low_risk_routine,no_inventory_in_fusion,82.3,1.7,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0091-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,84.3,3.7,Routine,2,False,False,Cleaning,Gate/Turnaround,True
jatm-0091-low-risk-routine,low_risk_routine,no_assistance_in_fusion,80.6,0.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0092-maintenance-heavy,maintenance_heavy,full_system,25.1,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0092-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,62.4,37.3,Watch,3,False,False,Gate/Turnaround,Maintenance,True
jatm-0092-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,27.4,2.3,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0092-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,39.3,14.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0092-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,25.1,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0093-inventory-heavy,inventory_heavy,full_system,59.3,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0093-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,60.8,1.5,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0093-inventory-heavy,inventory_heavy,no_inventory_in_fusion,71.9,12.6,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0093-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,74.3,15.0,Routine,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0093-inventory-heavy,inventory_heavy,no_assistance_in_fusion,59.3,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0094-congestion-delay-heavy,congestion_delay_heavy,full_system,46.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0094-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,46.9,0.8,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0094-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,52.1,6.0,Priority,4,False,True,Gate/Turnaround,Inventory/Catering,True
jatm-0094-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,60.2,14.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0094-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,46.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0095-assistance-readiness,assistance_readiness,full_system,55.4,0.0,Priority,4,False,True,Assistance,Assistance,False
jatm-0095-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,66.3,10.9,Watch,4,False,False,Assistance,Assistance,False
jatm-0095-assistance-readiness,assistance_readiness,no_inventory_in_fusion,57.8,2.4,Watch,4,False,False,Assistance,Assistance,False
jatm-0095-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,64.1,8.7,Watch,3,False,False,Assistance,Assistance,False
jatm-0095-assistance-readiness,assistance_readiness,no_assistance_in_fusion,64.4,9.0,Watch,3,False,False,OCC coordination,Assistance,True
jatm-0096-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0096-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,39.5,34.5,Critical,4,True,False,Inventory/Catering,Maintenance,True
jatm-0096-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,14.0,9.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0096-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,16.1,11.1,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0096-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0097-low-risk-routine,low_risk_routine,full_system,82.3,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0097-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,83.3,1.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0097-low-risk-routine,low_risk_routine,no_inventory_in_fusion,83.7,1.4,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0097-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,87.5,5.2,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0097-low-risk-routine,low_risk_routine,no_assistance_in_fusion,82.3,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0098-maintenance-heavy,maintenance_heavy,full_system,14.6,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0098-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,51.0,36.4,Priority,4,False,True,Assistance,Maintenance,True
jatm-0098-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,17.2,2.6,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0098-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,28.8,14.2,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0098-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,23.6,9.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0099-inventory-heavy,inventory_heavy,full_system,54.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0099-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,56.2,2.1,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0099-inventory-heavy,inventory_heavy,no_inventory_in_fusion,67.2,13.1,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0099-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,69.2,15.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0099-inventory-heavy,inventory_heavy,no_assistance_in_fusion,54.1,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0100-congestion-delay-heavy,congestion_delay_heavy,full_system,41.8,0.0,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0100-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,43.8,2.0,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0100-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,52.8,11.0,Priority,5,False,True,Gate/Turnaround,Inventory/Catering,True
jatm-0100-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,51.4,9.6,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0100-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,41.8,0.0,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0101-assistance-readiness,assistance_readiness,full_system,71.6,0.0,Watch,3,False,False,Assistance,Assistance,False
jatm-0101-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,73.1,1.5,Watch,3,False,False,Assistance,Assistance,False
jatm-0101-assistance-readiness,assistance_readiness,no_inventory_in_fusion,73.9,2.3,Watch,3,False,False,Assistance,Assistance,False
jatm-0101-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,75.9,4.3,Routine,3,False,False,Assistance,Assistance,False
jatm-0101-assistance-readiness,assistance_readiness,no_assistance_in_fusion,80.6,9.0,Routine,2,False,False,Gate/Turnaround,Assistance,True
jatm-0102-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0102-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,31.3,26.3,Critical,5,True,False,Inventory/Catering,Maintenance,True
jatm-0102-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,7.0,2.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0102-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,9.1,4.1,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0102-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0103-low-risk-routine,low_risk_routine,full_system,83.0,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0103-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,84.0,1.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0103-low-risk-routine,low_risk_routine,no_inventory_in_fusion,84.4,1.4,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0103-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,88.5,5.5,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0103-low-risk-routine,low_risk_routine,no_assistance_in_fusion,83.0,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0104-maintenance-heavy,maintenance_heavy,full_system,15.4,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0104-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,52.8,37.4,Priority,4,False,True,Assistance,Maintenance,True
jatm-0104-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,17.1,1.7,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0104-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,29.6,14.2,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0104-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,24.4,9.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0105-inventory-heavy,inventory_heavy,full_system,59.7,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0105-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,61.9,2.2,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0105-inventory-heavy,inventory_heavy,no_inventory_in_fusion,72.7,13.0,Watch,3,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0105-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,74.4,14.7,Routine,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0105-inventory-heavy,inventory_heavy,no_assistance_in_fusion,59.7,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0106-congestion-delay-heavy,congestion_delay_heavy,full_system,56.0,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0106-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,58.1,2.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0106-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,63.5,7.5,Watch,4,False,False,Gate/Turnaround,Inventory/Catering,True
jatm-0106-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,67.1,11.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0106-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,56.0,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0107-assistance-readiness,assistance_readiness,full_system,66.6,0.0,Watch,5,False,False,Assistance,Assistance,False
jatm-0107-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,68.1,1.5,Watch,5,False,False,Assistance,Assistance,False
jatm-0107-assistance-readiness,assistance_readiness,no_inventory_in_fusion,68.5,1.9,Watch,5,False,False,Assistance,Assistance,False
jatm-0107-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,74.4,7.8,Routine,3,False,False,Assistance,Assistance,False
jatm-0107-assistance-readiness,assistance_readiness,no_assistance_in_fusion,75.6,9.0,Routine,4,False,False,OCC coordination,Assistance,True
jatm-0108-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0108-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,33.0,28.0,Critical,5,True,False,Inventory/Catering,Maintenance,True
jatm-0108-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,8.1,3.1,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0108-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,7.7,2.7,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0108-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0109-low-risk-routine,low_risk_routine,full_system,81.4,0.0,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0109-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,82.3,0.9,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0109-low-risk-routine,low_risk_routine,no_inventory_in_fusion,82.6,1.2,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0109-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,88.4,7.0,Routine,2,False,False,Cleaning,OCC coordination,True
jatm-0109-low-risk-routine,low_risk_routine,no_assistance_in_fusion,81.4,0.0,Routine,3,False,False,OCC coordination,OCC coordination,False
jatm-0110-maintenance-heavy,maintenance_heavy,full_system,25.3,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0110-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,62.5,37.2,Watch,3,False,False,Gate/Turnaround,Maintenance,True
jatm-0110-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,29.0,3.7,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0110-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,39.5,14.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0110-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,25.3,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0111-inventory-heavy,inventory_heavy,full_system,39.8,0.0,Critical,6,True,False,Inventory/Catering,Inventory/Catering,False
jatm-0111-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,49.6,9.8,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0111-inventory-heavy,inventory_heavy,no_inventory_in_fusion,52.9,13.1,Priority,5,False,True,Assistance,Inventory/Catering,True
jatm-0111-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,54.3,14.5,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0111-inventory-heavy,inventory_heavy,no_assistance_in_fusion,48.8,9.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0112-congestion-delay-heavy,congestion_delay_heavy,full_system,56.9,0.0,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0112-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,58.6,1.7,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0112-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,69.2,12.3,Watch,4,False,False,Gate/Turnaround,Inventory/Catering,True
jatm-0112-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,62.0,5.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0112-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,56.9,0.0,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0113-assistance-readiness,assistance_readiness,full_system,65.8,0.0,Watch,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0113-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,75.8,10.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0113-assistance-readiness,assistance_readiness,no_inventory_in_fusion,68.5,2.7,Watch,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0113-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,71.3,5.5,Watch,2,False,False,Cleaning,Gate/Turnaround,True
jatm-0113-assistance-readiness,assistance_readiness,no_assistance_in_fusion,65.8,0.0,Watch,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0114-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0114-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,40.4,35.4,Critical,5,True,False,Inventory/Catering,Maintenance,True
jatm-0114-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,14.9,9.9,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0114-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,17.0,12.0,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0114-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,11.9,6.9,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0115-low-risk-routine,low_risk_routine,full_system,84.3,0.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0115-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,85.5,1.2,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0115-low-risk-routine,low_risk_routine,no_inventory_in_fusion,85.6,1.3,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0115-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,87.4,3.1,Routine,2,False,False,Cleaning,Gate/Turnaround,True
jatm-0115-low-risk-routine,low_risk_routine,no_assistance_in_fusion,84.3,0.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0116-maintenance-heavy,maintenance_heavy,full_system,31.0,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0116-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,69.8,38.8,Watch,2,False,False,OCC coordination,Maintenance,True
jatm-0116-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,33.8,2.8,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0116-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,46.2,15.2,Priority,5,False,True,Maintenance,Maintenance,False
jatm-0116-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,31.0,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0117-inventory-heavy,inventory_heavy,full_system,49.9,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0117-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,61.1,11.2,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0117-inventory-heavy,inventory_heavy,no_inventory_in_fusion,63.0,13.1,Watch,3,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0117-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,65.1,15.2,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0117-inventory-heavy,inventory_heavy,no_assistance_in_fusion,49.9,0.0,Priority,4,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0118-congestion-delay-heavy,congestion_delay_heavy,full_system,45.9,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0118-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,47.7,1.8,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0118-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,58.1,12.2,Watch,4,False,False,Gate/Turnaround,Inventory/Catering,True
jatm-0118-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,51.5,5.6,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0118-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,45.9,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0119-assistance-readiness,assistance_readiness,full_system,63.1,0.0,Watch,4,False,False,Assistance,Assistance,False
jatm-0119-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,65.0,1.9,Watch,4,False,False,Assistance,Assistance,False
jatm-0119-assistance-readiness,assistance_readiness,no_inventory_in_fusion,66.9,3.8,Watch,4,False,False,Assistance,Assistance,False
jatm-0119-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,71.5,8.4,Watch,3,False,False,Assistance,Assistance,False
jatm-0119-assistance-readiness,assistance_readiness,no_assistance_in_fusion,72.1,9.0,Watch,3,False,False,OCC coordination,Assistance,True
jatm-0120-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0120-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,27.4,22.4,Critical,5,True,False,Inventory/Catering,Maintenance,True
jatm-0120-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0120-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,5.0,0.0,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0120-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,5.0,0.0,Critical,6,True,False,Maintenance,Maintenance,False
jatm-0121-low-risk-routine,low_risk_routine,full_system,82.5,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0121-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,83.3,0.8,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0121-low-risk-routine,low_risk_routine,no_inventory_in_fusion,84.4,1.9,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0121-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,86.7,4.2,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0121-low-risk-routine,low_risk_routine,no_assistance_in_fusion,82.5,0.0,Routine,2,False,False,Cleaning,Cleaning,False
jatm-0122-maintenance-heavy,maintenance_heavy,full_system,25.5,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0122-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,62.9,37.4,Watch,3,False,False,Gate/Turnaround,Maintenance,True
jatm-0122-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,27.4,1.9,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0122-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,39.7,14.2,Priority,6,False,True,Maintenance,Maintenance,False
jatm-0122-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,25.5,0.0,Critical,5,True,False,Maintenance,Maintenance,False
jatm-0123-inventory-heavy,inventory_heavy,full_system,49.0,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0123-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,58.4,9.4,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0123-inventory-heavy,inventory_heavy,no_inventory_in_fusion,61.9,12.9,Watch,4,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0123-inventory-heavy,inventory_heavy,no_bottleneck_in_fusion,64.1,15.1,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0123-inventory-heavy,inventory_heavy,no_assistance_in_fusion,49.0,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0124-congestion-delay-heavy,congestion_delay_heavy,full_system,47.4,0.0,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0124-congestion-delay-heavy,congestion_delay_heavy,no_maintenance_in_fusion,49.9,2.5,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0124-congestion-delay-heavy,congestion_delay_heavy,no_inventory_in_fusion,53.7,6.3,Priority,5,False,True,Gate/Turnaround,Inventory/Catering,True
jatm-0124-congestion-delay-heavy,congestion_delay_heavy,no_bottleneck_in_fusion,61.2,13.8,Watch,5,False,False,Inventory/Catering,Inventory/Catering,False
jatm-0124-congestion-delay-heavy,congestion_delay_heavy,no_assistance_in_fusion,47.4,0.0,Priority,6,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0125-assistance-readiness,assistance_readiness,full_system,61.0,0.0,Watch,6,False,False,Assistance,Assistance,False
jatm-0125-assistance-readiness,assistance_readiness,no_maintenance_in_fusion,63.1,2.1,Watch,6,False,False,Assistance,Assistance,False
jatm-0125-assistance-readiness,assistance_readiness,no_inventory_in_fusion,66.1,5.1,Watch,5,False,False,Assistance,Assistance,False
jatm-0125-assistance-readiness,assistance_readiness,no_bottleneck_in_fusion,68.1,7.1,Watch,4,False,False,Assistance,Assistance,False
jatm-0125-assistance-readiness,assistance_readiness,no_assistance_in_fusion,70.0,9.0,Watch,5,False,False,Inventory/Catering,Assistance,True
jatm-0126-composite-multi-risk,composite_multi_risk,full_system,5.0,0.0,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0126-composite-multi-risk,composite_multi_risk,no_maintenance_in_fusion,36.1,31.1,Critical,6,True,False,Inventory/Catering,Maintenance,True
jatm-0126-composite-multi-risk,composite_multi_risk,no_inventory_in_fusion,12.3,7.3,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0126-composite-multi-risk,composite_multi_risk,no_bottleneck_in_fusion,11.8,6.8,Critical,8,True,False,Maintenance,Maintenance,False
jatm-0126-composite-multi-risk,composite_multi_risk,no_assistance_in_fusion,9.2,4.2,Critical,7,True,False,Maintenance,Maintenance,False
jatm-0127-low-risk-routine,low_risk_routine,full_system,82.2,0.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0127-low-risk-routine,low_risk_routine,no_maintenance_in_fusion,83.7,1.5,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0127-low-risk-routine,low_risk_routine,no_inventory_in_fusion,83.4,1.2,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0127-low-risk-routine,low_risk_routine,no_bottleneck_in_fusion,86.0,3.8,Routine,2,False,False,Cleaning,Gate/Turnaround,True
jatm-0127-low-risk-routine,low_risk_routine,no_assistance_in_fusion,82.2,0.0,Routine,2,False,False,Gate/Turnaround,Gate/Turnaround,False
jatm-0128-maintenance-heavy,maintenance_heavy,full_system,33.6,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0128-maintenance-heavy,maintenance_heavy,no_maintenance_in_fusion,71.7,38.1,Watch,2,False,False,OCC coordination,Maintenance,True
jatm-0128-maintenance-heavy,maintenance_heavy,no_inventory_in_fusion,36.4,2.8,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0128-maintenance-heavy,maintenance_heavy,no_bottleneck_in_fusion,48.8,15.2,Priority,5,False,True,Maintenance,Maintenance,False
jatm-0128-maintenance-heavy,maintenance_heavy,no_assistance_in_fusion,33.6,0.0,Critical,4,True,False,Maintenance,Maintenance,False
jatm-0129-inventory-heavy,inventory_heavy,full_system,51.7,0.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0129-inventory-heavy,inventory_heavy,no_maintenance_in_fusion,53.7,2.0,Priority,5,False,True,Inventory/Catering,Inventory/Catering,False
jatm-0129-inventory-heavy,inventory_heavy,no_inventory_in_fusion,64.8,13.1,Watch,4,False,False,Assistance,Inventory/Catering,True
